timestamp,record_id,product_type,region,usage_frequency,transaction_amount,account_age_days,support_tickets,signal_score,y_true
2025-01-04 04:00:00,REC-42-00076,L,Busan,11.02,28113.0,337.0,2,-0.323,1
2025-01-04 05:00:00,REC-42-00077,M,Seoul,15.53,42577.0,419.0,2,-2.66,0
2025-01-04 06:00:00,REC-42-00078,M,Daejeon,13.37,23295.0,386.0,2,1.269,1
2025-01-04 07:00:00,REC-42-00079,M,Busan,10.9,16189.0,702.0,1,0.987,0
2025-01-04 08:00:00,REC-42-00080,M,Busan,13.54,64882.0,460.0,2,-0.344,0
2025-01-04 09:00:00,REC-42-00081,L,Daejeon,13.03,21940.0,288.0,2,-1.232,0
2025-01-04 10:00:00,REC-42-00082,H,Busan,15.27,22276.0,843.0,0,-0.955,0
2025-01-04 11:00:00,REC-42-00083,L,Seoul,10.25,27512.0,225.0,1,0.644,0
2025-01-04 12:00:00,REC-42-00084,L,Seoul,12.13,29092.0,516.0,2,0.111,0
2025-01-04 13:00:00,REC-42-00085,L,Seoul,11.8,24043.0,468.0,4,0.892,0
2025-01-04 14:00:00,REC-42-00086,M,Seoul,14.25,28076.0,625.0,1,0.286,0
2025-01-04 15:00:00,REC-42-00087,M,Seoul,8.72,27814.0,950.0,1,1.167,0
2025-01-04 16:00:00,REC-42-00088,L,Busan,15.25,30437.0,1863.0,1,0.57,0
2025-01-04 17:00:00,REC-42-00089,M,Seoul,13.49,10508.0,530.0,0,1.029,0
2025-01-04 18:00:00,REC-42-00090,L,Busan,7.79,62316.0,334.0,1,-1.89,1
2025-01-04 19:00:00,REC-42-00091,M,Daejeon,15.87,26586.0,314.0,0,-1.034,0
2025-01-04 20:00:00,REC-42-00092,L,Seoul,19.15,36093.0,313.0,1,-0.164,0
2025-01-04 21:00:00,REC-42-00093,L,Busan,15.21,15854.0,612.0,0,1.28,0
2025-01-04 22:00:00,REC-42-00094,L,Busan,16.57,23206.0,107.0,2,2.081,0
2025-01-04 23:00:00,REC-42-00095,M,Busan,12.27,21325.0,216.0,2,0.036,0
2025-01-05 00:00:00,REC-42-00096,L,Seoul,6.68,52433.0,612.0,0,-0.412,0
2025-01-05 01:00:00,REC-42-00097,L,Busan,6.1,22114.0,866.0,2,-1.755,0
2025-01-05 02:00:00,REC-42-00098,L,Daejeon,12.82,38886.0,869.0,0,1.064,0
2025-01-05 03:00:00,REC-42-00099,H,Busan,10.11,21522.0,544.0,1,-0.35,0
2025-01-05 04:00:00,REC-42-00100,H,Daejeon,9.07,23386.0,804.0,5,3.158,0
2025-01-05 05:00:00,REC-42-00101,M,Daejeon,11.8,25511.0,959.0,1,-0.539,0
2025-01-05 06:00:00,REC-42-00102,L,Seoul,13.97,48495.0,400.0,1,2.305,0
2025-01-05 07:00:00,REC-42-00103,H,Busan,7.35,12788.0,905.0,1,0.948,0
2025-01-05 08:00:00,REC-42-00104,M,Seoul,10.56,16276.0,167.0,1,-0.828,0
2025-01-05 09:00:00,REC-42-00105,M,Daejeon,16.83,12483.0,211.0,1,0.432,0
2025-01-05 10:00:00,REC-42-00106,L,Seoul,8.56,17912.0,414.0,1,0.971,0
2025-01-05 11:00:00,REC-42-00107,L,Seoul,14.78,20113.0,152.0,2,-0.025,0
2025-01-05 12:00:00,REC-42-00108,L,Daejeon,10.45,14356.0,709.0,0,1.038,0
2025-01-05 13:00:00,REC-42-00109,H,Seoul,13.75,20778.0,364.0,1,1.016,0
2025-01-05 14:00:00,REC-42-00110,M,Busan,15.51,12135.0,471.0,2,0.796,0
2025-01-05 15:00:00,REC-42-00111,L,Seoul,14.37,18443.0,482.0,1,0.184,0
2025-01-05 16:00:00,REC-42-00112,L,Daejeon,14.91,46825.0,408.0,1,-0.975,1
2025-01-05 17:00:00,REC-42-00113,M,Daejeon,8.31,33507.0,311.0,0,0.123,0
2025-01-05 18:00:00,REC-42-00114,L,Seoul,15.56,30599.0,689.0,1,0.376,0
2025-01-05 19:00:00,REC-42-00115,H,Busan,9.27,18561.0,359.0,2,-1.676,1
2025-01-05 20:00:00,REC-42-00116,M,Seoul,12.83,14836.0,478.0,1,0.369,0
2025-01-05 21:00:00,REC-42-00117,M,Busan,12.83,17528.0,629.0,1,0.103,0
2025-01-05 22:00:00,REC-42-00118,L,Busan,13.55,27774.0,954.0,1,-1.097,0
2025-01-05 23:00:00,REC-42-00119,M,Daejeon,13.08,40726.0,913.0,0,-0.133,0
2025-01-06 00:00:00,REC-42-00120,M,Seoul,9.3,41316.0,379.0,1,-0.112,0
2025-01-06 01:00:00,REC-42-00121,M,Seoul,7.68,36859.0,301.0,4,2.13,0
2025-01-06 02:00:00,REC-42-00122,L,Busan,14.79,20748.0,1063.0,0,0.42,0
2025-01-06 03:00:00,REC-42-00123,L,Busan,12.59,28576.0,358.0,5,1.236,0
2025-01-06 04:00:00,REC-42-00124,L,Seoul,15.68,24712.0,674.0,0,0.082,0
2025-01-06 05:00:00,REC-42-00125,M,Seoul,11.86,25991.0,146.0,2,-1.674,1
2025-01-06 06:00:00,REC-42-00126,L,Seoul,7.5,66542.0,105.0,1,0.872,0
2025-01-06 07:00:00,REC-42-00127,L,Daejeon,15.09,13493.0,529.0,3,-0.458,1
2025-01-06 08:00:00,REC-42-00128,L,Seoul,10.81,25628.0,440.0,0,-0.136,0
2025-01-06 09:00:00,REC-42-00129,M,Seoul,13.09,47049.0,774.0,0,-0.853,0
2025-01-06 10:00:00,REC-42-00130,L,Daejeon,9.93,15280.0,314.0,2,0.273,0
2025-01-06 11:00:00,REC-42-00131,H,Seoul,17.26,21582.0,602.0,0,1.265,0
2025-01-06 12:00:00,REC-42-00132,M,Busan,9.19,22647.0,750.0,0,1.133,1
2025-01-06 13:00:00,REC-42-00133,L,Seoul,10.92,25751.0,322.0,3,1.786,0
2025-01-06 14:00:00,REC-42-00134,M,Daejeon,12.34,14468.0,414.0,2,1.928,0
2025-01-06 15:00:00,REC-42-00135,L,Busan,8.51,36316.0,240.0,2,-1.846,0
2025-01-06 16:00:00,REC-42-00136,H,Daejeon,13.06,37416.0,789.0,1,-0.994,0
2025-01-06 17:00:00,REC-42-00137,M,Seoul,17.16,35015.0,694.0,0,-1.608,0
2025-01-06 18:00:00,REC-42-00138,M,Busan,10.43,19623.0,724.0,2,0.832,0
2025-01-06 19:00:00,REC-42-00139,L,Busan,13.26,29329.0,438.0,1,-0.493,0
2025-01-06 20:00:00,REC-42-00140,M,Seoul,3.2,19385.0,688.0,2,-0.289,0
2025-01-06 21:00:00,REC-42-00141,M,Seoul,11.88,24595.0,56.0,3,-0.017,0
2025-01-06 22:00:00,REC-42-00142,H,Seoul,11.0,69875.0,462.0,0,0.583,0
2025-01-06 23:00:00,REC-42-00143,M,Daejeon,9.38,29442.0,1165.0,5,-1.285,0
2025-01-07 00:00:00,REC-42-00144,M,Busan,15.46,17175.0,504.0,2,-1.059,1
2025-01-07 01:00:00,REC-42-00145,L,Busan,10.96,30508.0,883.0,0,0.201,0
2025-01-07 02:00:00,REC-42-00146,L,Busan,11.43,16030.0,440.0,3,1.399,0
2025-01-07 03:00:00,REC-42-00147,M,Busan,10.79,17093.0,1030.0,1,0.175,0
2025-01-07 04:00:00,REC-42-00148,L,Seoul,5.87,18265.0,301.0,0,-0.592,0
2025-01-07 05:00:00,REC-42-00149,L,Seoul,8.38,23468.0,646.0,5,-1.948,0
2025-01-07 06:00:00,REC-42-00150,H,Busan,15.08,41920.0,339.0,3,1.153,0
2025-01-07 07:00:00,REC-42-00151,H,Seoul,5.25,36060.0,587.0,1,-0.536,0
2025-01-07 08:00:00,REC-42-00152,L,Daejeon,9.55,35230.0,359.0,2,-0.947,0
2025-01-07 09:00:00,REC-42-00153,M,Busan,10.72,17827.0,503.0,2,-1.515,1
2025-01-07 10:00:00,REC-42-00154,L,Seoul,17.58,22531.0,392.0,1,-1.239,0
2025-01-07 11:00:00,REC-42-00155,M,Busan,14.46,31705.0,735.0,0,-0.761,0
2025-01-07 12:00:00,REC-42-00156,L,Seoul,10.22,21723.0,661.0,0,-0.039,0
2025-01-07 13:00:00,REC-42-00157,M,Daejeon,16.17,25162.0,332.0,0,-1.009,1
2025-01-07 14:00:00,REC-42-00158,M,Daejeon,9.63,34043.0,326.0,0,0.386,0
2025-01-07 15:00:00,REC-42-00159,M,Daejeon,15.23,24429.0,284.0,0,-0.046,0
2025-01-07 16:00:00,REC-42-00160,L,Seoul,7.65,31099.0,248.0,1,2.422,0
2025-01-07 17:00:00,REC-42-00161,H,Seoul,15.43,55213.0,763.0,1,-1.504,0
2025-01-07 18:00:00,REC-42-00162,L,Seoul,10.7,26313.0,274.0,2,0.361,0
2025-01-07 19:00:00,REC-42-00163,L,Seoul,8.71,46412.0,615.0,2,0.374,0
2025-01-07 20:00:00,REC-42-00164,M,Seoul,11.31,35773.0,371.0,0,-0.831,0
2025-01-07 21:00:00,REC-42-00165,L,Seoul,12.89,15272.0,869.0,2,0.295,0
2025-01-07 22:00:00,REC-42-00166,H,Daejeon,10.42,17803.0,1321.0,0,0.97,0
2025-01-07 23:00:00,REC-42-00167,H,Seoul,13.77,19928.0,43.0,0,0.296,0
2025-01-08 00:00:00,REC-42-00168,L,Seoul,10.13,19751.0,298.0,2,1.584,0
2025-01-08 01:00:00,REC-42-00169,H,Daejeon,13.99,27230.0,367.0,2,-1.978,1
2025-01-08 02:00:00,REC-42-00170,L,Busan,13.42,36613.0,448.0,0,-0.642,0
2025-01-08 03:00:00,REC-42-00171,M,Busan,11.81,47914.0,431.0,2,1.675,0
2025-01-08 04:00:00,REC-42-00172,L,Busan,10.59,32191.0,209.0,1,1.112,0
2025-01-08 05:00:00,REC-42-00173,H,Daejeon,12.48,23454.0,1336.0,1,0.741,0
2025-01-08 06:00:00,REC-42-00174,L,Busan,13.76,11795.0,441.0,1,1.433,1
2025-01-08 07:00:00,REC-42-00175,L,Busan,18.6,29134.0,660.0,2,-1.717,0
2025-01-08 08:00:00,REC-42-00176,L,Busan,15.01,28590.0,671.0,0,0.996,0
2025-01-08 09:00:00,REC-42-00177,H,Seoul,15.12,30541.0,177.0,1,1.264,0
2025-01-08 10:00:00,REC-42-00178,H,Seoul,21.88,68502.0,405.0,1,-0.459,1
2025-01-08 11:00:00,REC-42-00179,M,Seoul,13.65,47622.0,763.0,4,2.829,0
2025-01-08 12:00:00,REC-42-00180,H,Seoul,13.55,39329.0,1066.0,1,0.396,0
2025-01-08 13:00:00,REC-42-00181,H,Busan,14.25,18881.0,411.0,1,-1.993,0
2025-01-08 14:00:00,REC-42-00182,M,Seoul,8.77,22801.0,201.0,0,0.581,0
2025-01-08 15:00:00,REC-42-00183,L,Seoul,10.58,27178.0,348.0,1,-0.52,0
2025-01-08 16:00:00,REC-42-00184,M,Seoul,10.38,20421.0,400.0,1,1.365,0
2025-01-08 17:00:00,REC-42-00185,M,Daejeon,14.07,34898.0,391.0,3,0.748,0
2025-01-08 18:00:00,REC-42-00186,L,Seoul,11.44,32856.0,284.0,0,-0.398,0
2025-01-08 19:00:00,REC-42-00187,L,Busan,12.44,17906.0,186.0,0,1.702,0
2025-01-08 20:00:00,REC-42-00188,M,Daejeon,15.48,46754.0,239.0,0,1.139,0
2025-01-08 21:00:00,REC-42-00189,L,Seoul,14.76,29524.0,350.0,1,-0.628,0
2025-01-08 22:00:00,REC-42-00190,H,Busan,11.48,13681.0,756.0,0,0.048,0
2025-01-08 23:00:00,REC-42-00191,L,Seoul,9.86,27679.0,922.0,0,0.717,0
2025-01-09 00:00:00,REC-42-00192,L,Seoul,15.63,31828.0,536.0,1,-0.164,0
2025-01-09 01:00:00,REC-42-00193,H,Busan,14.48,42556.0,244.0,1,-0.134,0
2025-01-09 02:00:00,REC-42-00194,L,Daejeon,6.86,24545.0,363.0,0,0.237,0
2025-01-09 03:00:00,REC-42-00195,L,Seoul,11.0,40044.0,109.0,1,-0.866,0
2025-01-09 04:00:00,REC-42-00196,M,Busan,12.53,30595.0,1078.0,3,-2.033,1
2025-01-09 05:00:00,REC-42-00197,H,Seoul,14.49,16280.0,328.0,2,0.439,0
2025-01-09 06:00:00,REC-42-00198,L,Busan,14.91,15609.0,628.0,2,-1.789,1
2025-01-09 07:00:00,REC-42-00199,L,Busan,12.91,45319.0,886.0,0,-0.793,0
2025-01-09 08:00:00,REC-42-00200,M,Busan,13.87,46738.0,1245.0,1,-1.572,0
2025-01-09 09:00:00,REC-42-00201,H,Busan,12.21,32391.0,804.0,0,-1.448,0
2025-01-09 10:00:00,REC-42-00202,M,Seoul,9.84,53008.0,389.0,1,0.626,0
2025-01-09 11:00:00,REC-42-00203,L,Busan,11.16,44081.0,677.0,2,-0.022,1
2025-01-09 12:00:00,REC-42-00204,L,Busan,12.06,37689.0,1219.0,1,-0.058,0
2025-01-09 13:00:00,REC-42-00205,L,Busan,11.89,19288.0,326.0,0,-1.116,1
2025-01-09 14:00:00,REC-42-00206,L,Seoul,5.97,58524.0,180.0,4,-0.456,0
2025-01-09 15:00:00,REC-42-00207,M,Seoul,10.73,35428.0,286.0,3,0.576,0
2025-01-09 16:00:00,REC-42-00208,L,Seoul,12.18,24051.0,651.0,0,0.148,0
2025-01-09 17:00:00,REC-42-00209,M,Seoul,11.1,21361.0,395.0,1,1.023,0
2025-01-09 18:00:00,REC-42-00210,M,Seoul,11.21,31503.0,475.0,2,1.165,0
2025-01-09 19:00:00,REC-42-00211,M,Seoul,13.56,14019.0,715.0,1,-0.052,0
2025-01-09 20:00:00,REC-42-00212,L,Busan,8.55,37944.0,282.0,1,-1.652,0
2025-01-09 21:00:00,REC-42-00213,H,Seoul,6.79,18949.0,461.0,1,-0.557,0
2025-01-09 22:00:00,REC-42-00214,M,Daejeon,10.89,33046.0,359.0,1,0.102,0
2025-01-09 23:00:00,REC-42-00215,M,Busan,14.45,22718.0,1192.0,0,-0.576,0
2025-01-10 00:00:00,REC-42-00216,L,Busan,17.4,25310.0,789.0,1,-0.855,0
2025-01-10 01:00:00,REC-42-00217,L,Seoul,14.5,20580.0,397.0,1,0.27,0
2025-01-10 02:00:00,REC-42-00218,H,Seoul,7.3,26431.0,383.0,1,2.63,0
2025-01-10 03:00:00,REC-42-00219,L,Busan,11.26,62539.0,1267.0,4,-0.288,0
2025-01-10 04:00:00,REC-42-00220,L,Daejeon,12.82,50601.0,1210.0,1,0.197,0
2025-01-10 05:00:00,REC-42-00221,M,Seoul,12.57,32823.0,649.0,2,-1.112,0
2025-01-10 06:00:00,REC-42-00222,M,Busan,13.73,27984.0,489.0,3,1.443,0
2025-01-10 07:00:00,REC-42-00223,H,Busan,9.07,40318.0,212.0,0,1.075,0
2025-01-10 08:00:00,REC-42-00224,L,Busan,12.21,45460.0,287.0,1,1.006,0
2025-01-10 09:00:00,REC-42-00225,H,Seoul,13.35,19960.0,201.0,1,1.56,0
2025-01-10 10:00:00,REC-42-00226,L,Seoul,14.64,27377.0,906.0,1,-0.227,0
2025-01-10 11:00:00,REC-42-00227,M,Seoul,9.42,13158.0,214.0,3,-0.102,0
2025-01-10 12:00:00,REC-42-00228,M,Daejeon,10.9,45329.0,380.0,0,1.91,0
2025-01-10 13:00:00,REC-42-00229,L,Seoul,3.35,67327.0,126.0,0,0.833,0
2025-01-10 14:00:00,REC-42-00230,L,Seoul,10.01,29250.0,167.0,2,-2.019,1
2025-01-10 15:00:00,REC-42-00231,L,Daejeon,10.32,11585.0,734.0,3,0.655,1
2025-01-10 16:00:00,REC-42-00232,H,Seoul,8.74,36524.0,592.0,1,-0.382,0
2025-01-10 17:00:00,REC-42-00233,M,Seoul,12.53,19347.0,499.0,0,1.098,0
2025-01-10 18:00:00,REC-42-00234,H,Seoul,11.82,21405.0,385.0,3,0.608,0
2025-01-10 19:00:00,REC-42-00235,H,Seoul,4.77,36797.0,151.0,1,-1.541,0
2025-01-10 20:00:00,REC-42-00236,M,Seoul,12.69,31474.0,353.0,2,0.469,0
2025-01-10 21:00:00,REC-42-00237,M,Seoul,9.03,23040.0,445.0,2,0.411,0
2025-01-10 22:00:00,REC-42-00238,L,Busan,13.55,21529.0,705.0,2,0.563,0
2025-01-10 23:00:00,REC-42-00239,L,Busan,7.9,29818.0,878.0,2,0.776,0
2025-01-11 00:00:00,REC-42-00240,H,Seoul,12.1,23814.0,747.0,3,1.696,0
2025-01-11 01:00:00,REC-42-00241,M,Busan,11.09,17750.0,590.0,1,0.614,0
2025-01-11 02:00:00,REC-42-00242,L,Seoul,12.97,24596.0,495.0,0,0.223,0
2025-01-11 03:00:00,REC-42-00243,M,Daejeon,12.4,32618.0,557.0,3,1.348,0
2025-01-11 04:00:00,REC-42-00244,M,Seoul,11.18,26244.0,338.0,2,2.443,0
2025-01-11 05:00:00,REC-42-00245,H,Busan,7.08,15620.0,520.0,3,1.115,0
2025-01-11 06:00:00,REC-42-00246,M,Seoul,7.27,42848.0,443.0,0,0.406,0
2025-01-11 07:00:00,REC-42-00247,L,Busan,10.13,8953.0,1552.0,1,0.633,0
2025-01-11 08:00:00,REC-42-00248,L,Seoul,11.97,23448.0,565.0,0,0.456,0
2025-01-11 09:00:00,REC-42-00249,L,Busan,10.05,21797.0,102.0,0,0.219,0
2025-01-11 10:00:00,REC-42-00250,M,Seoul,14.0,30099.0,372.0,0,2.365,0
2025-01-11 11:00:00,REC-42-00251,H,Daejeon,11.11,35807.0,414.0,2,-0.549,0
2025-01-11 12:00:00,REC-42-00252,M,Seoul,8.91,45399.0,805.0,2,1.355,0
2025-01-11 13:00:00,REC-42-00253,L,Busan,11.11,20969.0,607.0,0,0.074,0
2025-01-11 14:00:00,REC-42-00254,L,Daejeon,12.72,36184.0,590.0,3,-1.28,0
2025-01-11 15:00:00,REC-42-00255,M,Daejeon,13.04,30707.0,1012.0,3,0.012,0
2025-01-11 16:00:00,REC-42-00256,H,Seoul,18.01,13782.0,1213.0,3,-0.347,0
2025-01-11 17:00:00,REC-42-00257,L,Seoul,9.86,62832.0,733.0,1,0.778,0
2025-01-11 18:00:00,REC-42-00258,L,Seoul,11.76,15455.0,390.0,1,0.291,0
2025-01-11 19:00:00,REC-42-00259,M,Seoul,13.36,33732.0,397.0,2,-0.822,1
2025-01-11 20:00:00,REC-42-00260,L,Busan,11.93,33316.0,25.0,2,1.671,0
2025-01-11 21:00:00,REC-42-00261,H,Daejeon,10.4,31754.0,940.0,4,1.29,0
2025-01-11 22:00:00,REC-42-00262,L,Daejeon,7.04,22978.0,397.0,0,1.786,0
2025-01-11 23:00:00,REC-42-00263,L,Busan,10.37,40032.0,475.0,1,0.437,0
2025-01-12 00:00:00,REC-42-00264,H,Busan,8.56,14686.0,367.0,0,0.164,0
2025-01-12 01:00:00,REC-42-00265,L,Daejeon,6.47,27511.0,241.0,2,0.904,1
2025-01-12 02:00:00,REC-42-00266,L,Daejeon,9.45,22319.0,1485.0,1,-0.377,0
2025-01-12 03:00:00,REC-42-00267,L,Seoul,8.65,21280.0,477.0,0,0.33,0
2025-01-12 04:00:00,REC-42-00268,L,Busan,13.87,33863.0,1093.0,0,0.024,0
2025-01-12 05:00:00,REC-42-00269,L,Daejeon,13.92,44469.0,400.0,0,-1.261,0
2025-01-12 06:00:00,REC-42-00270,L,Seoul,9.11,24485.0,328.0,3,0.327,0
2025-01-12 07:00:00,REC-42-00271,L,Seoul,11.17,39257.0,698.0,1,-0.241,1
2025-01-12 08:00:00,REC-42-00272,L,Daejeon,6.05,28880.0,876.0,2,-0.043,0
2025-01-12 09:00:00,REC-42-00273,M,Daejeon,10.42,19439.0,908.0,2,0.564,0
2025-01-12 10:00:00,REC-42-00274,M,Daejeon,13.28,25379.0,441.0,2,1.473,0
2025-01-12 11:00:00,REC-42-00275,L,Busan,14.64,24940.0,740.0,0,-0.649,0
2025-01-12 12:00:00,REC-42-00276,L,Seoul,9.72,21108.0,351.0,3,-0.137,0
2025-01-12 13:00:00,REC-42-00277,M,Seoul,15.37,33859.0,517.0,2,-0.565,1
2025-01-12 14:00:00,REC-42-00278,H,Busan,7.15,31212.0,415.0,4,-0.63,0
2025-01-12 15:00:00,REC-42-00279,H,Busan,8.01,14500.0,377.0,2,-0.395,0
2025-01-12 16:00:00,REC-42-00280,L,Seoul,14.27,14134.0,529.0,0,0.004,0
