timestamp,record_id,product_type,region,usage_frequency,transaction_amount,account_age_days,support_tickets,signal_score,next_month_value
2025-05-03 08:00:00,REC-244-00056,L,Seoul,15.06,41499.0,607.0,3,,49394.0
2025-05-03 09:00:00,REC-244-00057,M,Daejeon,13.91,37015.0,431.0,0,-1.031,35003.0
2025-05-03 10:00:00,REC-244-00058,L,Jeju,15.87,48916.0,448.0,1,-2.101,74474.0
2025-05-03 11:00:00,REC-244-00059,L,Busan,18.79,14249.0,288.0,1,,44998.0
2025-05-03 12:00:00,REC-244-00060,H,Seoul,18.14,31182.0,469.0,2,0.155,32336.0
2025-05-03 13:00:00,REC-244-00061,L,Daejeon,13.32,33997.0,826.0,2,-1.04,33974.0
2025-05-03 14:00:00,REC-244-00062,L,Daejeon,12.31,20798.0,571.0,3,-0.455,22243.0
2025-05-03 15:00:00,REC-244-00063,L,Jeju,19.77,62708.0,114.0,1,-0.978,93318.0
2025-05-03 16:00:00,REC-244-00064,L,Busan,6.17,19392.0,725.0,5,-2.36,10207.0
2025-05-03 17:00:00,REC-244-00065,L,Seoul,15.04,35950.0,479.0,2,-0.509,38486.0
2025-05-03 18:00:00,REC-244-00066,L,Seoul,15.41,44425.0,611.0,0,-2.417,48700.0
2025-05-03 19:00:00,REC-244-00067,M,Busan,14.76,27830.0,748.0,0,-1.421,20776.0
2025-05-03 20:00:00,REC-244-00068,L,Daejeon,14.3,22300.0,1230.0,0,1.381,16326.0
2025-05-03 21:00:00,REC-244-00069,L,Daejeon,12.03,15439.0,470.0,2,0.533,24833.0
2025-05-03 22:00:00,REC-244-00070,H,Busan,9.46,42315.0,673.0,0,0.084,15795.0
2025-05-03 23:00:00,REC-244-00071,M,Jeju,16.67,21418.0,489.0,3,-0.256,47172.0
2025-05-04 00:00:00,REC-244-00072,L,Seoul,16.63,46761.0,741.0,0,-1.776,32659.0
2025-05-04 01:00:00,REC-244-00073,H,Jeju,15.01,53393.0,1262.0,2,-0.262,42051.0
2025-05-04 02:00:00,REC-244-00074,L,Jeju,15.02,38597.0,396.0,3,-1.12,34105.0
2025-05-04 03:00:00,REC-244-00075,H,Busan,13.26,38050.0,331.0,0,-2.694,59914.0
2025-05-04 04:00:00,REC-244-00076,L,Busan,13.44,52035.0,678.0,0,-0.34,42175.0
2025-05-04 05:00:00,REC-244-00077,L,Seoul,11.24,80982.0,268.0,3,-0.249,47463.0
2025-05-04 06:00:00,REC-244-00078,M,Seoul,17.93,54508.0,199.0,2,-2.407,53784.0
2025-05-04 07:00:00,REC-244-00079,L,Jeju,14.67,9193.0,125.0,2,-0.863,34940.0
2025-05-04 08:00:00,REC-244-00080,L,Jeju,13.69,31937.0,362.0,0,1.808,27051.0
2025-05-04 09:00:00,REC-244-00081,L,Daejeon,16.72,27990.0,231.0,2,-2.522,47989.0
2025-05-04 10:00:00,REC-244-00082,L,Seoul,11.4,32988.0,826.0,0,-0.449,21200.0
2025-05-04 11:00:00,REC-244-00083,L,Seoul,16.48,25033.0,1207.0,2,-1.01,21307.0
2025-05-04 12:00:00,REC-244-00084,L,Busan,19.21,23114.0,188.0,2,-0.674,46323.0
2025-05-04 13:00:00,REC-244-00085,L,Seoul,10.8,31884.0,480.0,2,0.441,20715.0
2025-05-04 14:00:00,REC-244-00086,L,Jeju,11.56,26003.0,111.0,2,-0.962,40535.0
2025-05-04 15:00:00,REC-244-00087,L,Jeju,15.81,50067.0,601.0,3,-2.355,61702.0
2025-05-04 16:00:00,REC-244-00088,M,Busan,14.79,48498.0,328.0,2,-0.458,26557.0
2025-05-04 17:00:00,REC-244-00089,L,Seoul,16.69,75758.0,348.0,0,,71006.0
2025-05-04 18:00:00,REC-244-00090,L,Seoul,11.68,18579.0,227.0,1,-1.518,60796.0
2025-05-04 19:00:00,REC-244-00091,L,Seoul,16.98,37036.0,899.0,2,-2.504,49496.0
2025-05-04 20:00:00,REC-244-00092,L,Seoul,11.48,35842.0,530.0,1,-0.179,54578.0
2025-05-04 21:00:00,REC-244-00093,L,Busan,18.03,61701.0,250.0,0,1.405,42000.0
2025-05-04 22:00:00,REC-244-00094,L,Seoul,18.03,39453.0,666.0,2,1.626,20726.0
2025-05-04 23:00:00,REC-244-00095,L,Seoul,14.27,54021.0,490.0,2,-2.522,71278.0
2025-05-05 00:00:00,REC-244-00096,M,Daejeon,18.3,38804.0,854.0,3,-0.216,35757.0
2025-05-05 01:00:00,REC-244-00097,M,Jeju,16.4,20639.0,204.0,1,0.63,54789.0
2025-05-05 02:00:00,REC-244-00098,M,Jeju,17.53,24983.0,393.0,0,-0.397,38076.0
2025-05-05 03:00:00,REC-244-00099,L,Seoul,9.63,34229.0,72.0,1,-1.11,39154.0
2025-05-05 04:00:00,REC-244-00100,H,Daejeon,14.23,30828.0,493.0,1,-2.757,57461.0
2025-05-05 05:00:00,REC-244-00101,L,Seoul,19.87,25117.0,358.0,1,-1.952,50473.0
2025-05-05 06:00:00,REC-244-00102,L,Busan,16.79,41096.0,715.0,2,-1.09,44202.0
2025-05-05 07:00:00,REC-244-00103,L,Seoul,14.81,76972.0,937.0,1,-0.007,19539.0
2025-05-05 08:00:00,REC-244-00104,L,Seoul,20.1,56183.0,289.0,0,0.132,57243.0
2025-05-05 09:00:00,REC-244-00105,L,Seoul,14.79,34648.0,253.0,1,-0.678,49542.0
2025-05-05 10:00:00,REC-244-00106,L,Busan,18.5,46204.0,246.0,1,-1.676,47217.0
2025-05-05 11:00:00,REC-244-00107,L,Seoul,16.89,41719.0,738.0,1,-2.452,72852.0
2025-05-05 12:00:00,REC-244-00108,L,Busan,17.48,28877.0,464.0,1,-0.651,45252.0
2025-05-05 13:00:00,REC-244-00109,M,Busan,9.8,18344.0,368.0,3,0.448,0.0
2025-05-05 14:00:00,REC-244-00110,L,Seoul,14.34,46139.0,802.0,0,-0.863,54440.0
2025-05-05 15:00:00,REC-244-00111,L,Seoul,19.59,56956.0,1046.0,1,0.336,57934.0
2025-05-05 16:00:00,REC-244-00112,L,Jeju,13.83,30700.0,1168.0,2,0.284,42408.0
2025-05-05 17:00:00,REC-244-00113,L,Seoul,14.28,34366.0,306.0,2,-0.532,19975.0
2025-05-05 18:00:00,REC-244-00114,H,Jeju,17.7,44194.0,406.0,1,-1.533,70515.0
2025-05-05 19:00:00,REC-244-00115,L,Seoul,17.71,16988.0,489.0,1,-1.389,47207.0
2025-05-05 20:00:00,REC-244-00116,L,Seoul,14.9,54337.0,601.0,2,0.904,22886.0
2025-05-05 21:00:00,REC-244-00117,M,Busan,17.58,24504.0,317.0,3,-0.773,42338.0
2025-05-05 22:00:00,REC-244-00118,L,Seoul,20.2,17998.0,830.0,1,-0.893,34957.0
2025-05-05 23:00:00,REC-244-00119,L,Busan,12.5,31635.0,221.0,2,,17497.0
2025-05-06 00:00:00,REC-244-00120,L,Seoul,21.89,44844.0,520.0,2,-0.885,59347.0
2025-05-06 01:00:00,REC-244-00121,L,Seoul,13.01,41078.0,955.0,1,-1.694,37782.0
2025-05-06 02:00:00,REC-244-00122,M,Jeju,17.0,70831.0,423.0,1,0.042,59154.0
2025-05-06 03:00:00,REC-244-00123,M,Seoul,23.45,23744.0,198.0,0,-2.29,50596.0
2025-05-06 04:00:00,REC-244-00124,L,Busan,12.31,43812.0,1046.0,2,-1.404,42128.0
2025-05-06 05:00:00,REC-244-00125,L,Seoul,16.77,41737.0,198.0,2,0.47,41418.0
2025-05-06 06:00:00,REC-244-00126,L,Seoul,17.83,30806.0,862.0,1,0.232,31797.0
2025-05-06 07:00:00,REC-244-00127,L,Seoul,16.01,40135.0,293.0,0,-0.426,42045.0
2025-05-06 08:00:00,REC-244-00128,L,Daejeon,10.18,42386.0,584.0,1,-2.609,47705.0
2025-05-06 09:00:00,REC-244-00129,L,Jeju,16.21,40404.0,987.0,1,-0.947,34797.0
2025-05-06 10:00:00,REC-244-00130,L,Busan,15.58,49440.0,1096.0,0,-0.224,53100.0
2025-05-06 11:00:00,REC-244-00131,H,Seoul,16.19,23543.0,468.0,1,-1.345,17157.0
2025-05-06 12:00:00,REC-244-00132,L,Seoul,11.48,45935.0,679.0,0,-2.266,50631.0
2025-05-06 13:00:00,REC-244-00133,L,Jeju,14.87,84503.0,1089.0,0,-1.333,69343.0
2025-05-06 14:00:00,REC-244-00134,L,Busan,19.31,51715.0,386.0,2,-1.939,53469.0
2025-05-06 15:00:00,REC-244-00135,L,Jeju,14.88,26833.0,483.0,5,-1.941,58897.0
2025-05-06 16:00:00,REC-244-00136,L,Busan,16.8,89964.0,200.0,1,-0.421,72930.0
2025-05-06 17:00:00,REC-244-00137,M,Daejeon,15.64,52992.0,662.0,4,-1.467,49515.0
2025-05-06 18:00:00,REC-244-00138,L,Seoul,17.62,23169.0,330.0,2,-0.742,43738.0
2025-05-06 19:00:00,REC-244-00139,L,Busan,17.43,31383.0,403.0,2,-0.642,35528.0
2025-05-06 20:00:00,REC-244-00140,M,Seoul,17.57,48152.0,791.0,2,2.213,7436.0
2025-05-06 21:00:00,REC-244-00141,L,Seoul,16.97,52325.0,205.0,1,-1.265,45048.0
2025-05-06 22:00:00,REC-244-00142,L,Daejeon,13.18,41662.0,218.0,5,0.649,44142.0
2025-05-06 23:00:00,REC-244-00143,L,Jeju,13.88,53003.0,977.0,3,-0.893,64771.0
2025-05-07 00:00:00,REC-244-00144,H,Seoul,17.22,25049.0,386.0,2,0.066,49762.0
2025-05-07 01:00:00,REC-244-00145,L,Seoul,15.44,30537.0,120.0,2,-0.659,22765.0
2025-05-07 02:00:00,REC-244-00146,L,Jeju,17.5,32510.0,228.0,0,-2.05,24584.0
2025-05-07 03:00:00,REC-244-00147,H,Jeju,16.43,38311.0,486.0,0,-1.337,68556.0
2025-05-07 04:00:00,REC-244-00148,M,Daejeon,18.19,63257.0,482.0,2,-0.759,41351.0
2025-05-07 05:00:00,REC-244-00149,L,,13.87,45734.0,492.0,5,0.305,28398.0
2025-05-07 06:00:00,REC-244-00150,L,Seoul,17.74,30215.0,382.0,2,-0.35,47078.0
2025-05-07 07:00:00,REC-244-00151,L,Jeju,14.73,9611.0,457.0,1,-0.861,52480.0
2025-05-07 08:00:00,REC-244-00152,L,Seoul,22.0,49408.0,407.0,3,0.857,52018.0
2025-05-07 09:00:00,REC-244-00153,L,Busan,12.91,68947.0,1042.0,1,,37043.0
2025-05-07 10:00:00,REC-244-00154,M,Jeju,11.89,19845.0,528.0,1,-3.117,42602.0
2025-05-07 11:00:00,REC-244-00155,M,Jeju,18.52,55967.0,474.0,1,-1.27,68365.0
2025-05-07 12:00:00,REC-244-00156,L,Seoul,14.01,92823.0,748.0,1,-2.099,69436.0
2025-05-07 13:00:00,REC-244-00157,L,Seoul,13.39,31472.0,541.0,3,-0.182,71992.0
2025-05-07 14:00:00,REC-244-00158,M,Seoul,16.37,41655.0,422.0,3,0.311,43868.0
2025-05-07 15:00:00,REC-244-00159,L,,17.05,34741.0,1277.0,1,-0.752,9618.0
2025-05-07 16:00:00,REC-244-00160,L,Seoul,10.67,16653.0,444.0,5,0.386,13034.0
2025-05-07 17:00:00,REC-244-00161,L,Jeju,20.18,78192.0,867.0,2,1.228,49843.0
2025-05-07 18:00:00,REC-244-00162,H,Daejeon,15.64,25087.0,79.0,0,-0.251,41864.0
2025-05-07 19:00:00,REC-244-00163,L,Busan,13.56,46534.0,976.0,1,-0.772,25755.0
2025-05-07 20:00:00,REC-244-00164,L,Jeju,14.6,53918.0,192.0,0,-1.244,56224.0
2025-05-07 21:00:00,REC-244-00165,L,Seoul,13.82,25853.0,337.0,1,-0.213,29732.0
2025-05-07 22:00:00,REC-244-00166,M,Seoul,13.56,29017.0,1512.0,3,,44359.0
2025-05-07 23:00:00,REC-244-00167,L,Seoul,9.4,23804.0,382.0,2,-2.234,61621.0
2025-05-08 00:00:00,REC-244-00168,M,Seoul,9.76,61108.0,114.0,1,0.521,39530.0
2025-05-08 01:00:00,REC-244-00169,M,Daejeon,11.91,25197.0,255.0,1,-1.568,29380.0
2025-05-08 02:00:00,REC-244-00170,M,Daejeon,15.54,56613.0,239.0,1,-0.246,76299.0
2025-05-08 03:00:00,REC-244-00171,L,Daejeon,18.61,44536.0,384.0,1,-1.589,50055.0
2025-05-08 04:00:00,REC-244-00172,L,Seoul,13.79,38580.0,507.0,1,0.533,38729.0
2025-05-08 05:00:00,REC-244-00173,L,Daejeon,12.85,39403.0,475.0,3,,23586.0
2025-05-08 06:00:00,REC-244-00174,L,Seoul,15.72,26492.0,134.0,1,-0.797,34224.0
2025-05-08 07:00:00,REC-244-00175,L,Seoul,13.12,31317.0,733.0,2,-1.051,28858.0
2025-05-08 08:00:00,REC-244-00176,L,Seoul,16.38,48937.0,475.0,2,-0.741,53046.0
2025-05-08 09:00:00,REC-244-00177,L,,12.83,25208.0,158.0,2,-1.349,14166.0
2025-05-08 10:00:00,REC-244-00178,L,Jeju,12.15,36449.0,809.0,1,-1.504,43528.0
2025-05-08 11:00:00,REC-244-00179,M,Daejeon,13.48,28029.0,186.0,0,-0.281,18861.0
2025-05-08 12:00:00,REC-244-00180,M,Seoul,13.56,64809.0,407.0,0,,54501.0
2025-05-08 13:00:00,REC-244-00181,M,Jeju,16.81,50775.0,256.0,3,-0.932,68574.0
2025-05-08 14:00:00,REC-244-00182,L,Busan,18.54,66153.0,1001.0,6,1.067,33202.0
2025-05-08 15:00:00,REC-244-00183,L,Daejeon,15.68,81256.0,370.0,1,-0.554,55003.0
2025-05-08 16:00:00,REC-244-00184,L,Busan,13.32,26596.0,433.0,0,-0.378,48945.0
2025-05-08 17:00:00,REC-244-00185,L,Busan,10.74,21771.0,276.0,0,-0.883,32645.0
2025-05-08 18:00:00,REC-244-00186,L,Jeju,18.39,50865.0,482.0,2,0.707,42380.0
2025-05-08 19:00:00,REC-244-00187,L,Busan,14.6,32236.0,398.0,0,-0.767,47444.0
2025-05-08 20:00:00,REC-244-00188,M,Seoul,12.42,42373.0,254.0,1,0.594,26652.0
2025-05-08 21:00:00,REC-244-00189,H,Seoul,17.9,62797.0,468.0,1,-2.387,66051.0
2025-05-08 22:00:00,REC-244-00190,L,Daejeon,16.01,46951.0,1995.0,2,-0.151,22472.0
2025-05-08 23:00:00,REC-244-00191,L,Seoul,16.82,23988.0,1030.0,1,-1.758,50509.0
2025-05-09 00:00:00,REC-244-00192,L,Busan,20.35,24087.0,172.0,2,-1.444,57081.0
2025-05-09 01:00:00,REC-244-00193,L,Seoul,11.85,49560.0,434.0,1,-1.907,60891.0
2025-05-09 02:00:00,REC-244-00194,L,Seoul,17.53,43424.0,780.0,0,0.58,17324.0
2025-05-09 03:00:00,REC-244-00195,L,Seoul,12.71,44484.0,881.0,0,0.159,20342.0
2025-05-09 04:00:00,REC-244-00196,M,Busan,15.02,35578.0,692.0,1,0.028,48399.0
2025-05-09 05:00:00,REC-244-00197,L,Seoul,19.66,48959.0,503.0,3,-1.943,76843.0
2025-05-09 06:00:00,REC-244-00198,M,Seoul,17.96,43249.0,636.0,2,-2.35,55431.0
2025-05-09 07:00:00,REC-244-00199,L,Daejeon,18.55,70571.0,400.0,0,-2.325,54839.0
2025-05-09 08:00:00,REC-244-00200,L,Seoul,17.9,47940.0,993.0,3,-2.403,84688.0
2025-05-09 09:00:00,REC-244-00201,L,Jeju,19.17,29708.0,311.0,1,-0.88,51346.0
2025-05-09 10:00:00,REC-244-00202,L,Seoul,9.58,29887.0,1096.0,0,0.021,22627.0
2025-05-09 11:00:00,REC-244-00203,L,Jeju,21.46,34073.0,263.0,0,-1.497,70654.0
2025-05-09 12:00:00,REC-244-00204,L,Seoul,17.06,18291.0,372.0,2,-1.563,52267.0
2025-05-09 13:00:00,REC-244-00205,L,Seoul,13.4,32223.0,638.0,1,-2.508,46836.0
2025-05-09 14:00:00,REC-244-00206,L,Seoul,16.91,64170.0,164.0,2,-0.286,44758.0
2025-05-09 15:00:00,REC-244-00207,H,Daejeon,15.69,70190.0,493.0,2,-1.419,60515.0
2025-05-09 16:00:00,REC-244-00208,L,Seoul,13.72,65549.0,202.0,1,-1.282,72931.0
2025-05-09 17:00:00,REC-244-00209,L,Jeju,14.08,21258.0,133.0,1,-1.449,46802.0
2025-05-09 18:00:00,REC-244-00210,L,Jeju,9.46,31610.0,383.0,3,-0.642,30472.0
2025-05-09 19:00:00,REC-244-00211,M,Seoul,19.62,56190.0,240.0,0,-1.523,75505.0
2025-05-09 20:00:00,REC-244-00212,L,Daejeon,12.54,87295.0,741.0,2,-2.068,66935.0
2025-05-09 21:00:00,REC-244-00213,L,Daejeon,16.72,35461.0,614.0,1,-1.327,49229.0
2025-05-09 22:00:00,REC-244-00214,L,Jeju,16.32,58225.0,404.0,0,-0.526,62666.0
2025-05-09 23:00:00,REC-244-00215,L,Busan,12.85,55194.0,796.0,1,1.798,178.0
2025-05-10 00:00:00,REC-244-00216,L,Jeju,10.9,31650.0,291.0,0,0.498,52343.0
2025-05-10 01:00:00,REC-244-00217,L,Jeju,16.35,44153.0,50.0,1,0.388,16087.0
2025-05-10 02:00:00,REC-244-00218,L,Jeju,9.43,84351.0,231.0,1,-1.38,74311.0
2025-05-10 03:00:00,REC-244-00219,L,Seoul,18.62,74697.0,414.0,2,-2.331,74197.0
2025-05-10 04:00:00,REC-244-00220,L,Busan,22.61,42187.0,487.0,0,-1.842,55136.0
2025-05-10 05:00:00,REC-244-00221,L,Daejeon,13.67,58540.0,804.0,1,-1.769,75579.0
2025-05-10 06:00:00,REC-244-00222,L,Busan,17.24,67323.0,1487.0,2,-0.958,32162.0
2025-05-10 07:00:00,REC-244-00223,M,Jeju,18.67,23273.0,419.0,2,-0.658,57424.0
2025-05-10 08:00:00,REC-244-00224,L,Seoul,19.93,25256.0,184.0,2,-0.325,27363.0
2025-05-10 09:00:00,REC-244-00225,L,Seoul,17.49,27660.0,573.0,1,-0.58,75518.0
2025-05-10 10:00:00,REC-244-00226,L,Seoul,15.84,42923.0,670.0,2,0.482,44066.0
2025-05-10 11:00:00,REC-244-00227,M,Daejeon,15.46,56059.0,767.0,2,-2.498,70211.0
2025-05-10 12:00:00,REC-244-00228,L,Jeju,16.35,27922.0,577.0,1,,17305.0
2025-05-10 13:00:00,REC-244-00229,L,Busan,14.18,21097.0,240.0,3,-1.433,32787.0
2025-05-10 14:00:00,REC-244-00230,L,Daejeon,11.63,48647.0,408.0,0,-2.74,55294.0
2025-05-10 15:00:00,REC-244-00231,L,Seoul,17.62,103732.0,501.0,0,-1.667,79095.0
2025-05-10 16:00:00,REC-244-00232,L,Seoul,17.18,15277.0,814.0,4,-1.832,53540.0
2025-05-10 17:00:00,REC-244-00233,L,Busan,14.89,33003.0,555.0,2,-0.51,40590.0
2025-05-10 18:00:00,REC-244-00234,L,Daejeon,18.1,34380.0,418.0,1,-0.727,52567.0
2025-05-10 19:00:00,REC-244-00235,L,Busan,13.78,49202.0,510.0,0,-1.634,48109.0
2025-05-10 20:00:00,REC-244-00236,M,Seoul,20.96,34446.0,177.0,1,-1.11,39699.0
2025-05-10 21:00:00,REC-244-00237,L,Seoul,13.61,12984.0,802.0,2,-1.18,18649.0
2025-05-10 22:00:00,REC-244-00238,L,Daejeon,19.85,35594.0,642.0,4,-1.599,37342.0
2025-05-10 23:00:00,REC-244-00239,L,Seoul,18.29,90517.0,540.0,2,-0.545,58806.0
2025-05-11 00:00:00,REC-244-00240,M,Jeju,11.84,29717.0,537.0,1,-0.322,40956.0
2025-05-11 01:00:00,REC-244-00241,M,Busan,13.18,14395.0,468.0,0,-0.162,29362.0
2025-05-11 02:00:00,REC-244-00242,L,Seoul,11.26,49862.0,1422.0,2,-2.73,52557.0
2025-05-11 03:00:00,REC-244-00243,M,Daejeon,12.71,33100.0,413.0,1,-0.72,43926.0
2025-05-11 04:00:00,REC-244-00244,L,Seoul,16.42,49751.0,387.0,2,-2.215,56941.0
2025-05-11 05:00:00,REC-244-00245,H,Jeju,21.02,60523.0,515.0,3,0.222,42571.0
2025-05-11 06:00:00,REC-244-00246,L,Busan,10.06,26840.0,728.0,1,-1.285,38467.0
2025-05-11 07:00:00,REC-244-00247,L,Jeju,12.1,23962.0,620.0,2,-0.0,15289.0
2025-05-11 08:00:00,REC-244-00248,L,Seoul,17.56,31716.0,568.0,0,-0.231,22945.0
2025-05-11 09:00:00,REC-244-00249,M,Busan,14.23,42171.0,1523.0,3,-2.552,47743.0
2025-05-11 10:00:00,REC-244-00250,L,Daejeon,15.82,53108.0,686.0,2,-3.693,54819.0
2025-05-11 11:00:00,REC-244-00251,L,Daejeon,10.01,40937.0,697.0,0,-3.061,54480.0
2025-05-11 12:00:00,REC-244-00252,L,Seoul,15.43,22534.0,1503.0,1,-1.478,21971.0
2025-05-11 13:00:00,REC-244-00253,L,Jeju,12.9,29565.0,128.0,2,-1.494,62762.0
2025-05-11 14:00:00,REC-244-00254,L,Daejeon,14.48,24244.0,397.0,1,0.108,0.0
2025-05-11 15:00:00,REC-244-00255,L,Seoul,15.57,47427.0,1158.0,0,-1.304,46251.0
2025-05-11 16:00:00,REC-244-00256,L,Jeju,17.38,48917.0,318.0,1,-0.191,35344.0
2025-05-11 17:00:00,REC-244-00257,M,Seoul,12.87,23388.0,728.0,3,-2.248,47297.0
2025-05-11 18:00:00,REC-244-00258,L,Daejeon,14.03,43681.0,603.0,0,-0.744,30559.0
2025-05-11 19:00:00,REC-244-00259,L,Seoul,17.04,23144.0,155.0,0,-1.24,43527.0
2025-05-11 20:00:00,REC-244-00260,L,Seoul,20.54,24609.0,938.0,3,-1.935,44399.0
2025-05-11 21:00:00,REC-244-00261,L,Seoul,10.34,37476.0,608.0,2,-0.857,34340.0
2025-05-11 22:00:00,REC-244-00262,L,Seoul,14.19,35392.0,1071.0,2,0.323,12305.0
2025-05-11 23:00:00,REC-244-00263,M,Seoul,13.45,27827.0,305.0,1,0.804,41414.0
