timestamp,record_id,product_type,region,usage_frequency,transaction_amount,account_age_days,support_tickets,signal_score,service_tier
2025-05-03 11:00:00,REC-144-00059,L,Jeju,9.96,62497.0,482.0,1,-0.143,Premium
2025-05-03 12:00:00,REC-144-00060,H,Busan,8.05,77314.0,211.0,1,-1.908,Plus
2025-05-03 13:00:00,REC-144-00061,L,Seoul,8.41,61060.0,406.0,1,-0.717,Premium
2025-05-03 14:00:00,REC-144-00062,L,Jeju,18.66,45508.0,58.0,1,-0.856,Premium
2025-05-03 15:00:00,REC-144-00063,L,Seoul,19.52,46169.0,222.0,1,-1.563,Basic
2025-05-03 16:00:00,REC-144-00064,L,Jeju,15.01,35113.0,298.0,2,,Premium
2025-05-03 17:00:00,REC-144-00065,M,Seoul,13.96,43082.0,718.0,2,-1.056,Plus
2025-05-03 18:00:00,REC-144-00066,L,Jeju,18.43,44574.0,336.0,1,1.68,Basic
2025-05-03 19:00:00,REC-144-00067,L,Daejeon,14.93,35782.0,572.0,3,-1.952,Premium
2025-05-03 20:00:00,REC-144-00068,L,Busan,5.56,46450.0,120.0,2,-2.453,Premium
2025-05-03 21:00:00,REC-144-00069,L,Busan,12.75,43456.0,753.0,2,0.197,Basic
2025-05-03 22:00:00,REC-144-00070,L,Busan,14.11,79359.0,149.0,3,-0.217,Premium
2025-05-03 23:00:00,REC-144-00071,L,Seoul,14.1,31061.0,346.0,2,-0.938,Basic
2025-05-04 00:00:00,REC-144-00072,L,Daejeon,19.88,21347.0,900.0,3,1.488,Basic
2025-05-04 01:00:00,REC-144-00073,L,,13.81,16571.0,708.0,1,-0.866,Basic
2025-05-04 02:00:00,REC-144-00074,L,Jeju,10.7,51770.0,301.0,0,-2.162,Premium
2025-05-04 03:00:00,REC-144-00075,L,Busan,15.77,32670.0,373.0,3,-2.203,Premium
2025-05-04 04:00:00,REC-144-00076,L,Seoul,11.98,27571.0,826.0,0,-0.243,Basic
2025-05-04 05:00:00,REC-144-00077,L,Seoul,8.83,23677.0,507.0,1,-2.567,Basic
2025-05-04 06:00:00,REC-144-00078,L,Busan,9.35,35552.0,309.0,2,0.819,Basic
2025-05-04 07:00:00,REC-144-00079,L,Jeju,7.73,47142.0,404.0,0,-0.365,Premium
2025-05-04 08:00:00,REC-144-00080,L,Daejeon,19.54,30537.0,313.0,1,-1.037,Basic
2025-05-04 09:00:00,REC-144-00081,L,Busan,20.15,42435.0,559.0,2,0.171,Basic
2025-05-04 10:00:00,REC-144-00082,M,Busan,14.72,24914.0,562.0,2,-0.317,Premium
2025-05-04 11:00:00,REC-144-00083,L,Jeju,17.57,31578.0,648.0,2,,Premium
2025-05-04 12:00:00,REC-144-00084,L,Daejeon,15.22,40579.0,885.0,2,-0.628,Basic
2025-05-04 13:00:00,REC-144-00085,L,Daejeon,14.44,33004.0,402.0,1,-2.224,Premium
2025-05-04 14:00:00,REC-144-00086,L,Busan,9.41,50327.0,786.0,4,-0.287,Basic
2025-05-04 15:00:00,REC-144-00087,L,Busan,8.4,17654.0,437.0,1,0.373,Basic
2025-05-04 16:00:00,REC-144-00088,L,Busan,12.53,41630.0,706.0,0,-0.281,Premium
2025-05-04 17:00:00,REC-144-00089,L,Seoul,10.4,25482.0,509.0,1,,Basic
2025-05-04 18:00:00,REC-144-00090,L,Busan,11.47,24759.0,582.0,1,-0.357,Premium
2025-05-04 19:00:00,REC-144-00091,L,Daejeon,10.05,45629.0,262.0,0,-0.264,Premium
2025-05-04 20:00:00,REC-144-00092,M,Daejeon,17.36,35095.0,1224.0,0,-2.075,Plus
2025-05-04 21:00:00,REC-144-00093,L,,12.05,44357.0,961.0,3,0.184,Basic
2025-05-04 22:00:00,REC-144-00094,M,Seoul,18.67,27905.0,180.0,0,-0.808,Premium
2025-05-04 23:00:00,REC-144-00095,L,Busan,13.79,41332.0,1200.0,1,-0.02,Basic
2025-05-05 00:00:00,REC-144-00096,L,Busan,19.49,22652.0,118.0,2,-1.749,Basic
2025-05-05 01:00:00,REC-144-00097,H,Daejeon,19.17,55736.0,585.0,3,-0.718,Plus
2025-05-05 02:00:00,REC-144-00098,L,Jeju,13.11,38710.0,197.0,1,-2.435,Premium
2025-05-05 03:00:00,REC-144-00099,L,Seoul,13.14,61501.0,874.0,2,,Premium
2025-05-05 04:00:00,REC-144-00100,L,Seoul,18.46,32310.0,433.0,1,,Premium
2025-05-05 05:00:00,REC-144-00101,L,Jeju,11.6,29049.0,147.0,1,-1.328,Premium
2025-05-05 06:00:00,REC-144-00102,L,Seoul,13.74,32413.0,772.0,4,0.032,Basic
2025-05-05 07:00:00,REC-144-00103,L,Seoul,15.34,26286.0,522.0,0,-0.115,Basic
2025-05-05 08:00:00,REC-144-00104,L,Busan,18.71,15731.0,196.0,1,-2.679,Premium
2025-05-05 09:00:00,REC-144-00105,L,Busan,16.29,36130.0,539.0,0,-0.413,Basic
2025-05-05 10:00:00,REC-144-00106,L,Seoul,16.34,14953.0,449.0,2,-1.541,Basic
2025-05-05 11:00:00,REC-144-00107,H,Seoul,10.42,51449.0,340.0,1,-2.188,Plus
2025-05-05 12:00:00,REC-144-00108,L,Jeju,13.34,86423.0,570.0,0,-0.909,Premium
2025-05-05 13:00:00,REC-144-00109,L,Jeju,15.22,32150.0,219.0,0,0.245,Basic
2025-05-05 14:00:00,REC-144-00110,L,Seoul,16.66,30141.0,525.0,3,-1.239,Basic
2025-05-05 15:00:00,REC-144-00111,L,Busan,16.34,46380.0,612.0,3,-1.043,Premium
2025-05-05 16:00:00,REC-144-00112,L,,9.26,34730.0,435.0,1,-1.362,Premium
2025-05-05 17:00:00,REC-144-00113,L,Busan,14.02,18588.0,708.0,2,-3.019,Premium
2025-05-05 18:00:00,REC-144-00114,H,,15.68,35472.0,494.0,3,-1.869,Plus
2025-05-05 19:00:00,REC-144-00115,M,Jeju,16.9,60749.0,255.0,0,-2.205,Plus
2025-05-05 20:00:00,REC-144-00116,L,Jeju,8.85,30659.0,1305.0,1,-1.97,Premium
2025-05-05 21:00:00,REC-144-00117,L,Jeju,11.88,65366.0,661.0,4,-1.317,Premium
2025-05-05 22:00:00,REC-144-00118,L,Jeju,15.06,34289.0,704.0,0,-0.231,Basic
2025-05-05 23:00:00,REC-144-00119,L,Seoul,8.08,23494.0,925.0,0,-1.416,Basic
2025-05-06 00:00:00,REC-144-00120,L,Daejeon,14.32,29875.0,623.0,1,-2.454,Premium
2025-05-06 01:00:00,REC-144-00121,H,Seoul,15.47,34061.0,80.0,0,1.454,Premium
2025-05-06 02:00:00,REC-144-00122,L,Seoul,11.28,35192.0,96.0,2,-0.057,Premium
2025-05-06 03:00:00,REC-144-00123,L,Seoul,17.74,34697.0,313.0,1,-0.955,Premium
2025-05-06 04:00:00,REC-144-00124,H,Seoul,12.78,44644.0,689.0,0,-0.224,Plus
2025-05-06 05:00:00,REC-144-00125,L,Seoul,15.66,42576.0,526.0,0,-0.1,Basic
2025-05-06 06:00:00,REC-144-00126,L,Seoul,10.81,35842.0,996.0,4,-0.603,Premium
2025-05-06 07:00:00,REC-144-00127,L,Busan,9.72,18707.0,603.0,3,,Premium
2025-05-06 08:00:00,REC-144-00128,L,Daejeon,14.16,44199.0,786.0,1,-4.27,Premium
2025-05-06 09:00:00,REC-144-00129,L,Seoul,17.85,58396.0,706.0,1,-2.113,Premium
2025-05-06 10:00:00,REC-144-00130,L,Seoul,18.91,49318.0,407.0,0,-2.237,Premium
2025-05-06 11:00:00,REC-144-00131,L,Daejeon,16.91,47789.0,764.0,0,-1.025,Premium
2025-05-06 12:00:00,REC-144-00132,M,Seoul,8.58,45991.0,804.0,1,-1.142,Plus
2025-05-06 13:00:00,REC-144-00133,L,Daejeon,14.21,43285.0,382.0,0,0.235,Premium
2025-05-06 14:00:00,REC-144-00134,L,Daejeon,21.19,67898.0,595.0,5,-2.093,Premium
2025-05-06 15:00:00,REC-144-00135,L,Seoul,15.61,58953.0,423.0,1,-1.184,Basic
2025-05-06 16:00:00,REC-144-00136,L,Seoul,15.3,53007.0,270.0,1,-1.92,Premium
2025-05-06 17:00:00,REC-144-00137,H,Seoul,16.64,40103.0,834.0,0,-1.559,Plus
2025-05-06 18:00:00,REC-144-00138,M,Jeju,13.7,20722.0,718.0,3,-1.057,Premium
2025-05-06 19:00:00,REC-144-00139,L,Seoul,11.71,42905.0,393.0,1,-1.862,Premium
2025-05-06 20:00:00,REC-144-00140,L,Seoul,17.27,63114.0,392.0,1,-1.941,Premium
2025-05-06 21:00:00,REC-144-00141,H,Jeju,9.98,35258.0,225.0,1,-1.591,Plus
2025-05-06 22:00:00,REC-144-00142,L,Seoul,15.33,64295.0,418.0,3,-2.741,Premium
2025-05-06 23:00:00,REC-144-00143,L,Daejeon,12.8,42185.0,1127.0,1,,Basic
2025-05-07 00:00:00,REC-144-00144,M,Jeju,19.26,40368.0,432.0,0,-2.083,Premium
2025-05-07 01:00:00,REC-144-00145,L,Busan,12.22,22099.0,453.0,1,,Basic
2025-05-07 02:00:00,REC-144-00146,L,Seoul,16.17,52289.0,433.0,1,-1.561,Basic
2025-05-07 03:00:00,REC-144-00147,L,Daejeon,16.28,31679.0,271.0,0,,Basic
2025-05-07 04:00:00,REC-144-00148,L,Seoul,5.87,28440.0,1091.0,2,-1.334,Premium
2025-05-07 05:00:00,REC-144-00149,M,,15.21,28294.0,421.0,0,0.116,Premium
2025-05-07 06:00:00,REC-144-00150,L,Seoul,16.84,30796.0,770.0,1,-0.275,Basic
2025-05-07 07:00:00,REC-144-00151,L,Seoul,11.6,42043.0,486.0,0,-1.534,Basic
2025-05-07 08:00:00,REC-144-00152,L,Busan,17.93,60762.0,934.0,0,0.353,Basic
2025-05-07 09:00:00,REC-144-00153,M,Busan,14.99,29298.0,845.0,3,-0.371,Premium
2025-05-07 10:00:00,REC-144-00154,L,Jeju,11.11,61468.0,522.0,0,-1.954,Premium
2025-05-07 11:00:00,REC-144-00155,L,Seoul,14.46,70230.0,571.0,1,-0.979,Premium
2025-05-07 12:00:00,REC-144-00156,L,Jeju,16.81,62853.0,452.0,2,0.159,Premium
2025-05-07 13:00:00,REC-144-00157,L,Seoul,14.3,57207.0,725.0,1,-1.746,Premium
2025-05-07 14:00:00,REC-144-00158,L,Daejeon,16.8,30111.0,253.0,1,-1.024,Basic
2025-05-07 15:00:00,REC-144-00159,L,Seoul,13.14,49325.0,423.0,1,-1.166,Premium
2025-05-07 16:00:00,REC-144-00160,L,Seoul,17.11,26349.0,1013.0,1,,Premium
2025-05-07 17:00:00,REC-144-00161,H,Seoul,13.62,26433.0,1075.0,2,-1.552,Plus
2025-05-07 18:00:00,REC-144-00162,H,,17.82,15797.0,769.0,1,-1.255,Premium
2025-05-07 19:00:00,REC-144-00163,L,Seoul,10.38,27481.0,232.0,2,0.337,Basic
2025-05-07 20:00:00,REC-144-00164,M,Jeju,14.21,39077.0,391.0,2,-2.708,Plus
2025-05-07 21:00:00,REC-144-00165,L,Jeju,19.11,40870.0,322.0,2,-0.949,Basic
2025-05-07 22:00:00,REC-144-00166,L,Jeju,16.53,41966.0,374.0,1,-1.474,Basic
2025-05-07 23:00:00,REC-144-00167,M,Seoul,11.04,89875.0,221.0,3,-0.864,Plus
2025-05-08 00:00:00,REC-144-00168,L,Daejeon,14.14,24151.0,350.0,0,-0.602,Premium
2025-05-08 01:00:00,REC-144-00169,L,Daejeon,12.98,33497.0,965.0,3,-2.353,Basic
2025-05-08 02:00:00,REC-144-00170,L,Seoul,19.01,52120.0,205.0,3,-1.23,Basic
2025-05-08 03:00:00,REC-144-00171,L,Jeju,10.82,32111.0,760.0,5,-0.652,Premium
2025-05-08 04:00:00,REC-144-00172,L,Jeju,10.4,83398.0,1651.0,0,-0.987,Premium
2025-05-08 05:00:00,REC-144-00173,L,Seoul,16.83,38078.0,766.0,0,0.446,Premium
2025-05-08 06:00:00,REC-144-00174,L,Seoul,16.82,32650.0,789.0,0,-0.136,Basic
2025-05-08 07:00:00,REC-144-00175,M,Busan,13.68,64899.0,873.0,0,-0.706,Plus
2025-05-08 08:00:00,REC-144-00176,L,Jeju,10.3,28524.0,852.0,1,-3.421,Premium
2025-05-08 09:00:00,REC-144-00177,L,Jeju,13.66,24236.0,934.0,3,-1.16,Premium
2025-05-08 10:00:00,REC-144-00178,L,Daejeon,12.81,37595.0,180.0,2,-1.672,Premium
2025-05-08 11:00:00,REC-144-00179,L,Daejeon,14.01,24445.0,431.0,1,0.025,Basic
2025-05-08 12:00:00,REC-144-00180,H,Daejeon,17.73,24403.0,137.0,2,-0.24,Premium
2025-05-08 13:00:00,REC-144-00181,L,Busan,17.28,28185.0,599.0,1,-2.523,Premium
2025-05-08 14:00:00,REC-144-00182,L,Seoul,16.03,17894.0,1356.0,2,-2.441,Premium
2025-05-08 15:00:00,REC-144-00183,L,Busan,22.31,10069.0,304.0,2,,Basic
2025-05-08 16:00:00,REC-144-00184,L,Busan,12.34,57285.0,1059.0,1,-1.008,Premium
2025-05-08 17:00:00,REC-144-00185,M,Seoul,17.6,50100.0,360.0,1,-0.78,Plus
2025-05-08 18:00:00,REC-144-00186,L,Seoul,16.12,55602.0,860.0,4,-1.129,Premium
2025-05-08 19:00:00,REC-144-00187,L,Seoul,14.19,22034.0,158.0,1,0.777,Basic
2025-05-08 20:00:00,REC-144-00188,L,Seoul,18.22,30589.0,286.0,1,-0.489,Basic
2025-05-08 21:00:00,REC-144-00189,L,Seoul,13.71,47949.0,951.0,1,0.136,Premium
2025-05-08 22:00:00,REC-144-00190,L,Seoul,13.94,78840.0,866.0,4,-0.961,Premium
2025-05-08 23:00:00,REC-144-00191,L,Busan,13.46,128132.0,412.0,0,1.046,Premium
2025-05-09 00:00:00,REC-144-00192,L,Seoul,22.18,31106.0,1141.0,3,-0.799,Basic
2025-05-09 01:00:00,REC-144-00193,L,Busan,18.35,70929.0,938.0,0,0.234,Basic
2025-05-09 02:00:00,REC-144-00194,H,Busan,16.73,35495.0,1128.0,1,-1.311,Plus
2025-05-09 03:00:00,REC-144-00195,L,Seoul,10.45,40060.0,547.0,3,0.612,Basic
2025-05-09 04:00:00,REC-144-00196,L,Daejeon,16.15,25322.0,194.0,2,,Basic
2025-05-09 05:00:00,REC-144-00197,L,Seoul,19.11,38066.0,530.0,2,-1.437,Premium
2025-05-09 06:00:00,REC-144-00198,M,Jeju,10.48,25683.0,292.0,2,-0.499,Premium
2025-05-09 07:00:00,REC-144-00199,M,Jeju,17.38,40875.0,364.0,2,-0.28,Premium
2025-05-09 08:00:00,REC-144-00200,L,Seoul,21.25,35543.0,440.0,0,-1.573,Basic
2025-05-09 09:00:00,REC-144-00201,L,Daejeon,13.14,36919.0,490.0,1,-1.371,Basic
2025-05-09 10:00:00,REC-144-00202,L,Jeju,18.2,56422.0,726.0,0,-0.144,Basic
2025-05-09 11:00:00,REC-144-00203,L,Jeju,13.8,56966.0,428.0,1,,Premium
2025-05-09 12:00:00,REC-144-00204,M,,16.12,18756.0,356.0,2,-1.403,Premium
2025-05-09 13:00:00,REC-144-00205,L,Seoul,15.33,38278.0,179.0,2,-0.348,Basic
2025-05-09 14:00:00,REC-144-00206,L,Seoul,13.45,29477.0,214.0,1,-1.787,Basic
2025-05-09 15:00:00,REC-144-00207,L,Seoul,17.54,29842.0,183.0,1,-1.182,Basic
2025-05-09 16:00:00,REC-144-00208,L,Daejeon,9.89,27888.0,664.0,0,-0.141,Basic
2025-05-09 17:00:00,REC-144-00209,L,Busan,15.67,39176.0,952.0,2,-2.269,Premium
2025-05-09 18:00:00,REC-144-00210,L,Daejeon,9.11,45649.0,582.0,4,-2.029,Basic
2025-05-09 19:00:00,REC-144-00211,L,Daejeon,17.19,65416.0,227.0,4,0.476,Premium
2025-05-09 20:00:00,REC-144-00212,M,Jeju,14.63,36383.0,387.0,0,-1.1,Premium
2025-05-09 21:00:00,REC-144-00213,L,Daejeon,16.41,43698.0,561.0,1,,Basic
2025-05-09 22:00:00,REC-144-00214,H,Jeju,11.96,35509.0,778.0,3,-1.446,Plus
2025-05-09 23:00:00,REC-144-00215,L,Seoul,16.77,51754.0,131.0,3,-2.479,Premium
2025-05-10 00:00:00,REC-144-00216,M,Daejeon,13.23,31356.0,141.0,2,-1.602,Premium
2025-05-10 01:00:00,REC-144-00217,L,Jeju,15.82,41859.0,778.0,1,-2.485,Premium
2025-05-10 02:00:00,REC-144-00218,L,Seoul,13.36,33902.0,444.0,3,-1.74,Basic
2025-05-10 03:00:00,REC-144-00219,M,Busan,17.89,23592.0,450.0,2,-0.391,Premium
2025-05-10 04:00:00,REC-144-00220,L,Seoul,22.88,24602.0,239.0,0,-1.055,Basic
2025-05-10 05:00:00,REC-144-00221,L,Seoul,19.77,19811.0,579.0,0,-0.231,Basic
2025-05-10 06:00:00,REC-144-00222,L,Busan,14.48,38860.0,314.0,2,-0.813,Premium
2025-05-10 07:00:00,REC-144-00223,L,Seoul,11.55,36481.0,288.0,1,-2.348,Premium
2025-05-10 08:00:00,REC-144-00224,L,Jeju,20.58,42680.0,772.0,2,-0.408,Premium
2025-05-10 09:00:00,REC-144-00225,H,Jeju,16.67,44758.0,764.0,3,-1.938,Plus
2025-05-10 10:00:00,REC-144-00226,H,Seoul,18.14,37959.0,527.0,3,-2.776,Plus
2025-05-10 11:00:00,REC-144-00227,H,Seoul,10.8,47409.0,458.0,1,-1.732,Plus
2025-05-10 12:00:00,REC-144-00228,L,Busan,20.77,63618.0,442.0,3,-1.707,Basic
2025-05-10 13:00:00,REC-144-00229,M,Busan,12.38,20141.0,183.0,1,-1.552,Premium
2025-05-10 14:00:00,REC-144-00230,L,Busan,11.94,44644.0,734.0,1,-0.261,Premium
2025-05-10 15:00:00,REC-144-00231,L,Seoul,17.55,28532.0,350.0,2,-0.366,Basic
2025-05-10 16:00:00,REC-144-00232,L,Busan,10.05,31448.0,293.0,2,-0.503,Basic
2025-05-10 17:00:00,REC-144-00233,L,Busan,17.77,27209.0,622.0,1,-1.28,Premium
2025-05-10 18:00:00,REC-144-00234,M,Jeju,8.97,65726.0,206.0,1,-1.086,Plus
2025-05-10 19:00:00,REC-144-00235,L,Seoul,17.24,22127.0,390.0,1,-0.079,Basic
2025-05-10 20:00:00,REC-144-00236,M,Busan,14.03,45566.0,506.0,1,-0.77,Plus
2025-05-10 21:00:00,REC-144-00237,L,Busan,14.46,33911.0,798.0,2,0.555,Basic
2025-05-10 22:00:00,REC-144-00238,L,Daejeon,19.2,34844.0,668.0,3,-0.372,Basic
2025-05-10 23:00:00,REC-144-00239,M,Seoul,13.77,19942.0,334.0,2,,Plus
2025-05-11 00:00:00,REC-144-00240,L,Jeju,12.15,24463.0,208.0,0,-1.743,Basic
2025-05-11 01:00:00,REC-144-00241,L,Daejeon,20.84,51204.0,419.0,0,-1.288,Basic
2025-05-11 02:00:00,REC-144-00242,L,Busan,17.57,19719.0,275.0,2,-2.194,Basic
2025-05-11 03:00:00,REC-144-00243,L,Seoul,10.75,20662.0,823.0,0,-1.365,Premium
2025-05-11 04:00:00,REC-144-00244,M,Daejeon,15.25,58173.0,588.0,1,-0.91,Plus
2025-05-11 05:00:00,REC-144-00245,H,,20.05,30748.0,939.0,1,-1.891,Plus
2025-05-11 06:00:00,REC-144-00246,L,Seoul,11.7,24543.0,997.0,3,-0.847,Basic
2025-05-11 07:00:00,REC-144-00247,L,Seoul,14.27,44710.0,944.0,1,-2.538,Premium
2025-05-11 08:00:00,REC-144-00248,L,Daejeon,17.13,35962.0,734.0,1,1.121,Basic
2025-05-11 09:00:00,REC-144-00249,L,Seoul,13.93,60162.0,339.0,3,,Premium
2025-05-11 10:00:00,REC-144-00250,H,Seoul,11.31,24896.0,1091.0,0,,Premium
2025-05-11 11:00:00,REC-144-00251,M,Seoul,12.54,34307.0,671.0,2,-1.445,Plus
2025-05-11 12:00:00,REC-144-00252,M,Jeju,10.75,46092.0,296.0,2,-1.795,Plus
2025-05-11 13:00:00,REC-144-00253,L,Busan,10.72,13809.0,607.0,0,-0.528,Basic
2025-05-11 14:00:00,REC-144-00254,H,Daejeon,17.24,37676.0,61.0,5,-0.515,Premium
2025-05-11 15:00:00,REC-144-00255,L,Seoul,11.21,46589.0,404.0,3,-1.008,Premium
2025-05-11 16:00:00,REC-144-00256,L,Jeju,18.16,60432.0,616.0,0,-1.745,Premium
2025-05-11 17:00:00,REC-144-00257,M,Daejeon,11.83,38463.0,480.0,0,-1.656,Plus
2025-05-11 18:00:00,REC-144-00258,L,Seoul,10.88,30209.0,492.0,1,-2.532,Basic
2025-05-11 19:00:00,REC-144-00259,L,Daejeon,15.36,49937.0,988.0,0,-0.622,Premium
2025-05-11 20:00:00,REC-144-00260,M,Busan,14.7,83081.0,208.0,0,,Plus
2025-05-11 21:00:00,REC-144-00261,L,Jeju,12.21,37743.0,614.0,2,-0.087,Basic
2025-05-11 22:00:00,REC-144-00262,L,Seoul,11.37,28876.0,970.0,1,-0.076,Basic
2025-05-11 23:00:00,REC-144-00263,L,Daejeon,12.94,33435.0,342.0,1,-0.42,Basic
2025-05-12 00:00:00,REC-144-00264,L,Busan,13.07,41986.0,410.0,2,-1.317,Premium
2025-05-12 01:00:00,REC-144-00265,L,Busan,13.91,22104.0,534.0,0,-2.201,Premium
2025-05-12 02:00:00,REC-144-00266,L,Seoul,14.95,29955.0,699.0,0,0.33,Premium
2025-05-12 03:00:00,REC-144-00267,L,Seoul,15.21,34938.0,743.0,2,-1.543,Basic
2025-05-12 04:00:00,REC-144-00268,L,Daejeon,18.53,48690.0,484.0,1,-3.454,Premium
2025-05-12 05:00:00,REC-144-00269,L,Jeju,18.76,56056.0,38.0,3,-1.053,Basic
