timestamp,record_id,product_type,region,usage_frequency,transaction_amount,account_age_days,support_tickets,signal_score,service_tier
2025-01-01 21:00:00,REC-142-00021,H,Seoul,8.81,25583.0,236.0,1,0.245,Premium
2025-01-01 22:00:00,REC-142-00022,L,Daejeon,14.61,52225.0,901.0,4,0.763,Premium
2025-01-01 23:00:00,REC-142-00023,H,Seoul,12.12,40417.0,726.0,1,0.676,Plus
2025-01-02 00:00:00,REC-142-00024,H,Seoul,14.88,27988.0,636.0,2,1.846,Premium
2025-01-02 01:00:00,REC-142-00025,H,Busan,13.38,32221.0,498.0,0,-0.222,Plus
2025-01-02 02:00:00,REC-142-00026,M,Seoul,12.58,36083.0,456.0,1,0.841,Plus
2025-01-02 03:00:00,REC-142-00027,H,Seoul,4.81,31213.0,200.0,0,0.237,Plus
2025-01-02 04:00:00,REC-142-00028,H,Busan,12.09,14430.0,137.0,2,1.33,Basic
2025-01-02 05:00:00,REC-142-00029,M,Seoul,11.09,26482.0,411.0,1,-0.366,Plus
2025-01-02 06:00:00,REC-142-00030,M,Daejeon,8.72,9493.0,595.0,2,0.431,Basic
2025-01-02 07:00:00,REC-142-00031,L,Seoul,11.11,34214.0,885.0,3,-1.732,Plus
2025-01-02 08:00:00,REC-142-00032,H,Seoul,11.27,47003.0,488.0,4,-0.082,Plus
2025-01-02 09:00:00,REC-142-00033,M,Daejeon,11.63,42910.0,461.0,2,-0.228,Plus
2025-01-02 10:00:00,REC-142-00034,L,Busan,9.98,28043.0,963.0,2,2.105,Premium
2025-01-02 11:00:00,REC-142-00035,L,Daejeon,9.69,61298.0,343.0,0,1.149,Plus
2025-01-02 12:00:00,REC-142-00036,H,Seoul,11.61,30959.0,925.0,1,-2.312,Plus
2025-01-02 13:00:00,REC-142-00037,L,Daejeon,14.86,42796.0,373.0,2,-1.652,Plus
2025-01-02 14:00:00,REC-142-00038,H,Seoul,10.69,26555.0,396.0,2,0.337,Premium
2025-01-02 15:00:00,REC-142-00039,M,Seoul,16.23,28563.0,274.0,2,1.762,Premium
2025-01-02 16:00:00,REC-142-00040,L,Seoul,13.3,18102.0,505.0,3,0.456,Plus
2025-01-02 17:00:00,REC-142-00041,L,Busan,6.46,25667.0,323.0,1,-0.326,Plus
2025-01-02 18:00:00,REC-142-00042,M,Seoul,8.44,39378.0,701.0,0,-1.55,Plus
2025-01-02 19:00:00,REC-142-00043,L,Busan,18.58,50072.0,405.0,2,0.343,Premium
2025-01-02 20:00:00,REC-142-00044,M,Seoul,8.28,14167.0,726.0,2,-0.159,Premium
2025-01-02 21:00:00,REC-142-00045,M,Busan,11.95,20518.0,660.0,1,1.256,Plus
2025-01-02 22:00:00,REC-142-00046,L,Seoul,12.77,23679.0,348.0,2,-1.094,Premium
2025-01-02 23:00:00,REC-142-00047,L,Busan,9.91,34890.0,647.0,0,-0.6,Plus
2025-01-03 00:00:00,REC-142-00048,M,Busan,13.83,32877.0,303.0,1,0.389,Plus
2025-01-03 01:00:00,REC-142-00049,L,Seoul,15.36,33819.0,1250.0,1,1.671,Premium
2025-01-03 02:00:00,REC-142-00050,H,Busan,15.03,30405.0,1075.0,0,-0.292,Plus
2025-01-03 03:00:00,REC-142-00051,L,Seoul,11.06,39220.0,729.0,2,0.301,Plus
2025-01-03 04:00:00,REC-142-00052,M,Daejeon,14.25,14346.0,706.0,2,1.562,Plus
2025-01-03 05:00:00,REC-142-00053,M,Seoul,10.95,19738.0,599.0,0,0.143,Premium
2025-01-03 06:00:00,REC-142-00054,M,Busan,8.47,17760.0,244.0,2,1.223,Premium
2025-01-03 07:00:00,REC-142-00055,L,Daejeon,8.38,21144.0,673.0,2,-0.075,Plus
2025-01-03 08:00:00,REC-142-00056,L,Seoul,11.87,33577.0,525.0,3,-0.149,Premium
2025-01-03 09:00:00,REC-142-00057,H,Daejeon,15.82,23622.0,458.0,1,0.282,Premium
2025-01-03 10:00:00,REC-142-00058,M,Daejeon,20.83,21620.0,499.0,1,0.176,Premium
2025-01-03 11:00:00,REC-142-00059,M,Seoul,7.66,25570.0,281.0,0,-1.641,Plus
2025-01-03 12:00:00,REC-142-00060,M,Seoul,7.49,12254.0,773.0,1,-0.102,Basic
2025-01-03 13:00:00,REC-142-00061,M,Seoul,14.47,42636.0,548.0,3,0.092,Plus
2025-01-03 14:00:00,REC-142-00062,L,Seoul,8.87,50720.0,417.0,1,-0.018,Plus
2025-01-03 15:00:00,REC-142-00063,L,Seoul,16.18,34679.0,419.0,1,0.921,Premium
2025-01-03 16:00:00,REC-142-00064,M,Daejeon,13.21,39321.0,789.0,0,-0.444,Plus
2025-01-03 17:00:00,REC-142-00065,L,Seoul,15.22,26514.0,307.0,1,-0.199,Premium
2025-01-03 18:00:00,REC-142-00066,L,Seoul,17.35,48814.0,569.0,3,-0.962,Plus
2025-01-03 19:00:00,REC-142-00067,H,Busan,12.05,38634.0,315.0,1,0.773,Plus
2025-01-03 20:00:00,REC-142-00068,M,Seoul,16.68,32029.0,936.0,0,-0.1,Plus
2025-01-03 21:00:00,REC-142-00069,L,Seoul,9.09,17168.0,1507.0,1,-0.088,Plus
2025-01-03 22:00:00,REC-142-00070,M,Daejeon,16.43,48618.0,694.0,3,0.732,Basic
2025-01-03 23:00:00,REC-142-00071,M,Daejeon,11.71,23673.0,558.0,2,0.356,Plus
2025-01-04 00:00:00,REC-142-00072,H,Busan,12.49,55472.0,259.0,2,-1.498,Plus
2025-01-04 01:00:00,REC-142-00073,L,Seoul,7.69,28139.0,118.0,0,-0.648,Plus
2025-01-04 02:00:00,REC-142-00074,L,Seoul,18.02,29993.0,501.0,2,1.041,Premium
2025-01-04 03:00:00,REC-142-00075,M,Daejeon,13.37,34707.0,634.0,1,0.394,Premium
2025-01-04 04:00:00,REC-142-00076,M,Busan,15.03,15623.0,199.0,1,2.209,Premium
2025-01-04 05:00:00,REC-142-00077,H,Busan,12.3,37253.0,842.0,0,1.385,Premium
2025-01-04 06:00:00,REC-142-00078,L,Seoul,10.25,15082.0,393.0,1,0.463,Premium
2025-01-04 07:00:00,REC-142-00079,H,Busan,5.56,30035.0,491.0,3,-0.372,Plus
2025-01-04 08:00:00,REC-142-00080,L,Busan,14.69,39587.0,331.0,1,1.511,Plus
2025-01-04 09:00:00,REC-142-00081,H,Daejeon,10.02,23802.0,678.0,2,-1.318,Plus
2025-01-04 10:00:00,REC-142-00082,L,Seoul,11.36,29080.0,997.0,2,0.379,Premium
2025-01-04 11:00:00,REC-142-00083,H,Busan,10.97,54674.0,573.0,2,-1.704,Plus
2025-01-04 12:00:00,REC-142-00084,M,Seoul,12.91,17747.0,951.0,1,0.701,Plus
2025-01-04 13:00:00,REC-142-00085,M,Seoul,15.9,51311.0,755.0,4,-0.555,Plus
2025-01-04 14:00:00,REC-142-00086,M,Busan,9.55,46276.0,215.0,1,0.135,Plus
2025-01-04 15:00:00,REC-142-00087,M,Busan,10.77,27488.0,985.0,3,3.145,Basic
2025-01-04 16:00:00,REC-142-00088,L,Busan,13.07,34512.0,373.0,0,2.156,Basic
2025-01-04 17:00:00,REC-142-00089,L,Busan,10.11,38967.0,1335.0,1,1.189,Plus
2025-01-04 18:00:00,REC-142-00090,M,Seoul,15.86,22291.0,970.0,1,-1.162,Premium
2025-01-04 19:00:00,REC-142-00091,L,Busan,18.53,35419.0,71.0,0,1.103,Premium
2025-01-04 20:00:00,REC-142-00092,H,Daejeon,6.27,18523.0,1089.0,0,1.947,Basic
2025-01-04 21:00:00,REC-142-00093,L,Busan,13.05,27433.0,333.0,4,-1.88,Plus
2025-01-04 22:00:00,REC-142-00094,L,Seoul,11.03,26516.0,1167.0,1,1.332,Plus
2025-01-04 23:00:00,REC-142-00095,H,Seoul,12.1,27837.0,472.0,1,-2.055,Premium
2025-01-05 00:00:00,REC-142-00096,M,Seoul,10.34,45140.0,286.0,0,-0.112,Basic
2025-01-05 01:00:00,REC-142-00097,L,Busan,10.13,26374.0,626.0,3,1.485,Plus
2025-01-05 02:00:00,REC-142-00098,L,Seoul,11.83,38515.0,442.0,1,-0.66,Plus
2025-01-05 03:00:00,REC-142-00099,M,Daejeon,15.75,27037.0,219.0,2,-0.987,Premium
2025-01-05 04:00:00,REC-142-00100,L,Busan,13.02,34407.0,462.0,1,0.168,Plus
2025-01-05 05:00:00,REC-142-00101,M,Busan,19.86,15848.0,400.0,0,0.558,Premium
2025-01-05 06:00:00,REC-142-00102,L,Busan,12.13,29993.0,280.0,0,-1.418,Plus
2025-01-05 07:00:00,REC-142-00103,M,Seoul,13.39,31137.0,547.0,1,0.337,Plus
2025-01-05 08:00:00,REC-142-00104,M,Busan,17.16,46228.0,357.0,1,-2.094,Plus
2025-01-05 09:00:00,REC-142-00105,M,Seoul,12.19,31493.0,366.0,1,1.077,Premium
2025-01-05 10:00:00,REC-142-00106,L,Busan,13.98,12361.0,258.0,1,-0.795,Plus
2025-01-05 11:00:00,REC-142-00107,H,Seoul,15.23,31053.0,446.0,4,0.288,Plus
2025-01-05 12:00:00,REC-142-00108,H,Busan,11.48,17296.0,569.0,0,1.267,Basic
2025-01-05 13:00:00,REC-142-00109,L,Seoul,18.95,35937.0,201.0,0,1.397,Premium
2025-01-05 14:00:00,REC-142-00110,M,Daejeon,12.77,14744.0,388.0,2,1.494,Premium
2025-01-05 15:00:00,REC-142-00111,M,Daejeon,14.23,17727.0,1350.0,2,-0.329,Premium
2025-01-05 16:00:00,REC-142-00112,L,Seoul,11.33,25023.0,429.0,2,0.775,Basic
2025-01-05 17:00:00,REC-142-00113,M,Daejeon,15.72,38590.0,305.0,1,-0.237,Plus
2025-01-05 18:00:00,REC-142-00114,M,Seoul,7.56,39241.0,375.0,1,1.323,Premium
2025-01-05 19:00:00,REC-142-00115,L,Seoul,10.11,11635.0,569.0,3,-0.25,Premium
2025-01-05 20:00:00,REC-142-00116,L,Busan,14.13,51257.0,805.0,0,-0.75,Plus
2025-01-05 21:00:00,REC-142-00117,L,Daejeon,15.27,25488.0,775.0,0,1.322,Plus
2025-01-05 22:00:00,REC-142-00118,H,Daejeon,13.03,30211.0,571.0,2,0.556,Plus
2025-01-05 23:00:00,REC-142-00119,M,Daejeon,15.22,18906.0,334.0,0,-0.51,Plus
2025-01-06 00:00:00,REC-142-00120,M,Daejeon,17.13,48189.0,585.0,3,-1.634,Plus
2025-01-06 01:00:00,REC-142-00121,L,Busan,13.59,55543.0,86.0,1,-0.96,Plus
2025-01-06 02:00:00,REC-142-00122,L,Daejeon,13.62,19847.0,265.0,0,0.014,Plus
2025-01-06 03:00:00,REC-142-00123,H,Daejeon,21.28,21944.0,358.0,3,-1.602,Premium
2025-01-06 04:00:00,REC-142-00124,M,Busan,15.76,18822.0,881.0,0,1.096,Premium
2025-01-06 05:00:00,REC-142-00125,L,Seoul,17.3,22165.0,321.0,1,0.016,Plus
2025-01-06 06:00:00,REC-142-00126,L,Seoul,16.24,24761.0,297.0,2,-0.697,Premium
2025-01-06 07:00:00,REC-142-00127,H,Seoul,12.81,11520.0,266.0,1,-0.291,Plus
2025-01-06 08:00:00,REC-142-00128,M,Seoul,7.35,42229.0,366.0,1,1.315,Basic
2025-01-06 09:00:00,REC-142-00129,M,Daejeon,9.31,53959.0,358.0,1,0.468,Plus
2025-01-06 10:00:00,REC-142-00130,H,Seoul,12.56,40426.0,693.0,2,0.641,Plus
2025-01-06 11:00:00,REC-142-00131,M,Seoul,11.27,35086.0,94.0,2,0.227,Plus
2025-01-06 12:00:00,REC-142-00132,H,Daejeon,15.94,18508.0,496.0,0,1.565,Premium
2025-01-06 13:00:00,REC-142-00133,L,Seoul,17.04,22578.0,193.0,1,0.775,Premium
2025-01-06 14:00:00,REC-142-00134,M,Seoul,13.73,64044.0,505.0,0,0.711,Plus
2025-01-06 15:00:00,REC-142-00135,H,Seoul,12.13,17430.0,464.0,1,1.21,Premium
2025-01-06 16:00:00,REC-142-00136,L,Seoul,6.9,33340.0,1303.0,2,0.339,Basic
2025-01-06 17:00:00,REC-142-00137,H,Seoul,4.64,32519.0,487.0,2,0.373,Plus
2025-01-06 18:00:00,REC-142-00138,M,Seoul,17.52,14684.0,157.0,0,-1.511,Premium
2025-01-06 19:00:00,REC-142-00139,L,Seoul,7.69,42044.0,1171.0,0,0.585,Plus
2025-01-06 20:00:00,REC-142-00140,M,Seoul,11.96,22116.0,201.0,2,1.026,Premium
2025-01-06 21:00:00,REC-142-00141,L,Seoul,9.44,46196.0,525.0,0,-1.2,Plus
2025-01-06 22:00:00,REC-142-00142,L,Busan,11.04,45601.0,735.0,1,0.617,Plus
2025-01-06 23:00:00,REC-142-00143,H,Seoul,10.25,15963.0,656.0,3,0.076,Plus
2025-01-07 00:00:00,REC-142-00144,L,Seoul,13.38,19388.0,128.0,1,0.328,Plus
2025-01-07 01:00:00,REC-142-00145,M,Seoul,12.75,21046.0,270.0,1,-0.962,Plus
2025-01-07 02:00:00,REC-142-00146,H,Busan,11.64,36322.0,222.0,3,1.181,Basic
2025-01-07 03:00:00,REC-142-00147,L,Daejeon,14.81,38011.0,420.0,2,0.538,Premium
2025-01-07 04:00:00,REC-142-00148,M,Busan,12.02,33001.0,401.0,1,1.149,Basic
2025-01-07 05:00:00,REC-142-00149,L,Busan,8.37,27984.0,213.0,1,1.011,Premium
2025-01-07 06:00:00,REC-142-00150,H,Daejeon,10.62,18325.0,139.0,0,-0.64,Premium
2025-01-07 07:00:00,REC-142-00151,H,Daejeon,13.75,20795.0,780.0,1,-0.771,Premium
2025-01-07 08:00:00,REC-142-00152,L,Daejeon,9.07,15929.0,247.0,1,1.321,Premium
2025-01-07 09:00:00,REC-142-00153,M,Seoul,9.42,20906.0,814.0,1,1.375,Basic
2025-01-07 10:00:00,REC-142-00154,M,Daejeon,10.28,34947.0,355.0,5,0.628,Plus
2025-01-07 11:00:00,REC-142-00155,L,Seoul,12.64,39335.0,475.0,1,-1.506,Plus
2025-01-07 12:00:00,REC-142-00156,H,Seoul,8.13,24514.0,718.0,1,0.563,Plus
2025-01-07 13:00:00,REC-142-00157,L,Seoul,9.36,16023.0,812.0,0,0.649,Premium
2025-01-07 14:00:00,REC-142-00158,L,Seoul,14.12,24712.0,414.0,1,-0.101,Premium
2025-01-07 15:00:00,REC-142-00159,L,Busan,11.42,28790.0,520.0,2,-0.961,Plus
2025-01-07 16:00:00,REC-142-00160,L,Busan,19.19,53116.0,491.0,0,2.022,Plus
2025-01-07 17:00:00,REC-142-00161,L,Seoul,10.9,26237.0,569.0,0,0.032,Premium
2025-01-07 18:00:00,REC-142-00162,H,Busan,10.59,13554.0,760.0,3,1.522,Basic
2025-01-07 19:00:00,REC-142-00163,M,Seoul,12.98,30140.0,590.0,0,0.441,Basic
2025-01-07 20:00:00,REC-142-00164,M,Seoul,12.34,38542.0,804.0,2,1.687,Premium
2025-01-07 21:00:00,REC-142-00165,M,Seoul,12.45,20753.0,541.0,1,-0.757,Plus
2025-01-07 22:00:00,REC-142-00166,M,Busan,5.27,21289.0,740.0,0,-0.209,Plus
2025-01-07 23:00:00,REC-142-00167,L,Daejeon,19.88,19863.0,917.0,2,0.453,Plus
2025-01-08 00:00:00,REC-142-00168,M,Busan,9.74,39123.0,637.0,0,0.376,Plus
2025-01-08 01:00:00,REC-142-00169,M,Busan,13.81,23990.0,185.0,1,-0.523,Premium
2025-01-08 02:00:00,REC-142-00170,H,Busan,13.25,31246.0,205.0,0,-1.016,Plus
2025-01-08 03:00:00,REC-142-00171,M,Seoul,12.22,50418.0,910.0,0,0.689,Plus
2025-01-08 04:00:00,REC-142-00172,H,Busan,8.32,20982.0,442.0,2,0.31,Plus
2025-01-08 05:00:00,REC-142-00173,H,Seoul,10.23,24938.0,687.0,3,-0.239,Plus
2025-01-08 06:00:00,REC-142-00174,L,Seoul,7.41,27398.0,621.0,2,0.041,Premium
2025-01-08 07:00:00,REC-142-00175,M,Seoul,14.43,42650.0,491.0,2,0.551,Premium
2025-01-08 08:00:00,REC-142-00176,H,Daejeon,7.17,31474.0,570.0,2,0.534,Basic
2025-01-08 09:00:00,REC-142-00177,L,Seoul,14.26,31068.0,454.0,5,0.508,Plus
2025-01-08 10:00:00,REC-142-00178,L,Busan,13.28,31178.0,613.0,3,0.077,Premium
2025-01-08 11:00:00,REC-142-00179,H,Seoul,15.18,12817.0,773.0,2,0.374,Premium
2025-01-08 12:00:00,REC-142-00180,L,Daejeon,11.49,60160.0,304.0,3,1.19,Premium
2025-01-08 13:00:00,REC-142-00181,M,Daejeon,14.82,30403.0,336.0,2,-1.105,Plus
2025-01-08 14:00:00,REC-142-00182,L,Seoul,12.04,13322.0,149.0,2,-1.911,Plus
2025-01-08 15:00:00,REC-142-00183,L,Busan,10.58,20010.0,596.0,2,1.281,Plus
2025-01-08 16:00:00,REC-142-00184,L,Busan,10.24,29002.0,398.0,3,1.596,Plus
2025-01-08 17:00:00,REC-142-00185,M,Daejeon,14.94,23522.0,446.0,3,0.847,Plus
2025-01-08 18:00:00,REC-142-00186,L,Seoul,9.64,13775.0,498.0,5,0.988,Basic
2025-01-08 19:00:00,REC-142-00187,L,Daejeon,11.34,21366.0,482.0,0,0.203,Premium
2025-01-08 20:00:00,REC-142-00188,H,Seoul,10.65,34960.0,391.0,0,0.682,Basic
2025-01-08 21:00:00,REC-142-00189,H,Seoul,17.06,48080.0,368.0,1,-1.507,Plus
2025-01-08 22:00:00,REC-142-00190,L,Seoul,14.7,19013.0,493.0,2,-0.574,Plus
2025-01-08 23:00:00,REC-142-00191,M,Busan,8.3,28167.0,872.0,3,0.166,Plus
2025-01-09 00:00:00,REC-142-00192,M,Seoul,13.28,20654.0,384.0,2,0.763,Premium
2025-01-09 01:00:00,REC-142-00193,H,Daejeon,10.07,38009.0,284.0,0,-1.336,Plus
2025-01-09 02:00:00,REC-142-00194,M,Seoul,9.69,20876.0,494.0,1,-1.325,Plus
2025-01-09 03:00:00,REC-142-00195,L,Busan,14.14,24346.0,189.0,2,0.703,Premium
2025-01-09 04:00:00,REC-142-00196,H,Seoul,12.44,17872.0,169.0,3,-0.982,Premium
2025-01-09 05:00:00,REC-142-00197,M,Daejeon,13.35,28455.0,1118.0,2,0.325,Plus
2025-01-09 06:00:00,REC-142-00198,L,Busan,17.35,45181.0,304.0,0,1.605,Premium
2025-01-09 07:00:00,REC-142-00199,L,Busan,13.13,25331.0,458.0,2,-0.862,Premium
2025-01-09 08:00:00,REC-142-00200,M,Seoul,13.95,21124.0,258.0,1,-1.135,Plus
2025-01-09 09:00:00,REC-142-00201,H,Daejeon,8.82,40435.0,308.0,1,-0.686,Plus
2025-01-09 10:00:00,REC-142-00202,L,Daejeon,15.31,14035.0,366.0,2,0.206,Plus
2025-01-09 11:00:00,REC-142-00203,M,Daejeon,14.01,31538.0,771.0,1,1.478,Premium
2025-01-09 12:00:00,REC-142-00204,H,Daejeon,8.08,21648.0,556.0,2,1.383,Premium
2025-01-09 13:00:00,REC-142-00205,L,Seoul,13.52,16067.0,813.0,1,-0.478,Plus
2025-01-09 14:00:00,REC-142-00206,M,Busan,13.11,22716.0,708.0,2,-0.272,Plus
2025-01-09 15:00:00,REC-142-00207,L,Busan,12.32,34297.0,1176.0,2,0.511,Plus
2025-01-09 16:00:00,REC-142-00208,L,Seoul,10.63,28659.0,591.0,1,-0.65,Plus
2025-01-09 17:00:00,REC-142-00209,H,Seoul,12.85,43847.0,603.0,2,1.188,Plus
2025-01-09 18:00:00,REC-142-00210,M,Busan,14.09,27359.0,227.0,3,-1.419,Premium
2025-01-09 19:00:00,REC-142-00211,M,Busan,7.4,41268.0,508.0,2,1.238,Basic
2025-01-09 20:00:00,REC-142-00212,L,Seoul,14.76,49022.0,803.0,0,-0.886,Plus
2025-01-09 21:00:00,REC-142-00213,M,Seoul,11.53,40618.0,250.0,2,0.812,Premium
2025-01-09 22:00:00,REC-142-00214,M,Daejeon,18.99,42964.0,884.0,2,-2.018,Plus
2025-01-09 23:00:00,REC-142-00215,M,Seoul,15.58,25574.0,493.0,1,0.768,Basic
2025-01-10 00:00:00,REC-142-00216,H,Busan,10.2,51867.0,309.0,1,0.772,Basic
2025-01-10 01:00:00,REC-142-00217,M,Busan,10.45,19089.0,591.0,1,-0.225,Plus
2025-01-10 02:00:00,REC-142-00218,M,Seoul,13.34,14925.0,349.0,1,2.493,Premium
2025-01-10 03:00:00,REC-142-00219,L,Seoul,11.27,41261.0,332.0,1,0.26,Plus
2025-01-10 04:00:00,REC-142-00220,L,Daejeon,12.55,19663.0,728.0,0,0.551,Premium
2025-01-10 05:00:00,REC-142-00221,L,Seoul,12.46,34334.0,315.0,0,2.586,Premium
2025-01-10 06:00:00,REC-142-00222,L,Seoul,14.97,12195.0,151.0,0,0.022,Basic
2025-01-10 07:00:00,REC-142-00223,M,Daejeon,10.12,13459.0,716.0,1,-0.709,Premium
2025-01-10 08:00:00,REC-142-00224,H,Seoul,12.16,17435.0,396.0,3,-1.044,Plus
2025-01-10 09:00:00,REC-142-00225,L,Seoul,18.28,25984.0,181.0,1,0.753,Plus
2025-01-10 10:00:00,REC-142-00226,H,Seoul,11.42,38323.0,334.0,0,0.107,Plus
2025-01-10 11:00:00,REC-142-00227,L,Seoul,17.86,36946.0,628.0,2,-0.553,Plus
2025-01-10 12:00:00,REC-142-00228,L,Daejeon,13.01,19754.0,779.0,1,-2.011,Premium
2025-01-10 13:00:00,REC-142-00229,H,Daejeon,11.36,54107.0,104.0,1,0.234,Basic
2025-01-10 14:00:00,REC-142-00230,M,Busan,8.02,16184.0,193.0,1,0.037,Premium
2025-01-10 15:00:00,REC-142-00231,H,Busan,14.43,61565.0,484.0,0,-0.928,Plus
2025-01-10 16:00:00,REC-142-00232,H,Seoul,11.04,26338.0,508.0,1,0.532,Premium
2025-01-10 17:00:00,REC-142-00233,M,Busan,11.79,28360.0,244.0,1,0.808,Premium
2025-01-10 18:00:00,REC-142-00234,L,Busan,11.17,42280.0,439.0,2,1.103,Premium
2025-01-10 19:00:00,REC-142-00235,L,Seoul,12.77,18170.0,746.0,2,1.412,Premium
2025-01-10 20:00:00,REC-142-00236,L,Seoul,15.02,43417.0,674.0,1,0.286,Plus
2025-01-10 21:00:00,REC-142-00237,H,Daejeon,10.34,29039.0,911.0,0,-0.377,Premium
2025-01-10 22:00:00,REC-142-00238,L,Seoul,11.5,40715.0,1028.0,0,-0.363,Plus
2025-01-10 23:00:00,REC-142-00239,M,Seoul,16.01,28284.0,875.0,1,1.346,Basic
2025-01-11 00:00:00,REC-142-00240,M,Seoul,7.06,21976.0,1634.0,2,1.519,Plus
2025-01-11 01:00:00,REC-142-00241,M,Busan,15.49,62543.0,260.0,1,0.624,Plus
2025-01-11 02:00:00,REC-142-00242,H,Busan,19.48,10821.0,307.0,1,1.645,Basic
2025-01-11 03:00:00,REC-142-00243,L,Busan,11.76,41264.0,576.0,3,0.839,Plus
2025-01-11 04:00:00,REC-142-00244,H,Daejeon,15.89,23269.0,318.0,1,0.25,Premium
2025-01-11 05:00:00,REC-142-00245,L,Daejeon,7.87,36027.0,779.0,3,0.591,Plus
2025-01-11 06:00:00,REC-142-00246,M,Seoul,9.16,37419.0,547.0,1,-0.305,Plus
2025-01-11 07:00:00,REC-142-00247,M,Busan,10.54,34121.0,747.0,1,-1.795,Plus
2025-01-11 08:00:00,REC-142-00248,H,Seoul,12.44,20572.0,1143.0,3,0.712,Plus
2025-01-11 09:00:00,REC-142-00249,L,Seoul,11.97,49610.0,373.0,0,-0.922,Plus
2025-01-11 10:00:00,REC-142-00250,L,Seoul,14.4,23792.0,228.0,5,-0.496,Basic
2025-01-11 11:00:00,REC-142-00251,L,Seoul,13.45,23687.0,425.0,0,0.166,Plus
2025-01-11 12:00:00,REC-142-00252,L,Busan,8.76,11379.0,172.0,0,-0.602,Plus
2025-01-11 13:00:00,REC-142-00253,L,Seoul,13.16,55206.0,390.0,0,0.286,Plus
2025-01-11 14:00:00,REC-142-00254,M,Busan,13.13,16236.0,280.0,0,-0.645,Plus
2025-01-11 15:00:00,REC-142-00255,M,Seoul,11.86,26243.0,454.0,0,-0.397,Plus
2025-01-11 16:00:00,REC-142-00256,M,Seoul,13.66,20362.0,908.0,0,0.652,Plus
2025-01-11 17:00:00,REC-142-00257,M,Busan,9.76,45245.0,1174.0,2,-0.484,Plus
2025-01-11 18:00:00,REC-142-00258,L,Busan,11.63,23114.0,439.0,3,0.624,Premium
2025-01-11 19:00:00,REC-142-00259,L,Seoul,12.33,49905.0,447.0,3,-0.305,Premium
2025-01-11 20:00:00,REC-142-00260,H,Seoul,13.75,75634.0,743.0,2,1.052,Plus
2025-01-11 21:00:00,REC-142-00261,L,Busan,10.26,37188.0,811.0,3,1.915,Plus
2025-01-11 22:00:00,REC-142-00262,L,Busan,9.73,20732.0,434.0,0,0.885,Premium
2025-01-11 23:00:00,REC-142-00263,M,Seoul,13.13,27654.0,864.0,0,0.205,Plus
2025-01-12 00:00:00,REC-142-00264,L,Seoul,20.69,23985.0,449.0,2,-0.166,Plus
2025-01-12 01:00:00,REC-142-00265,L,Seoul,16.46,56920.0,903.0,3,1.457,Plus
2025-01-12 02:00:00,REC-142-00266,H,Seoul,12.34,39203.0,567.0,1,0.844,Plus
2025-01-12 03:00:00,REC-142-00267,L,Seoul,2.3,13316.0,721.0,3,0.517,Plus
2025-01-12 04:00:00,REC-142-00268,M,Seoul,11.87,34994.0,455.0,1,0.005,Plus
2025-01-12 05:00:00,REC-142-00269,M,Daejeon,13.21,34461.0,225.0,0,0.599,Plus
