timestamp,record_id,product_type,region,usage_frequency,transaction_amount,account_age_days,support_tickets,signal_score,y_true
2025-05-02 07:00:00,REC-44-00031,L,Seoul,16.41,35641.0,646.0,3,-1.144,1
2025-05-02 08:00:00,REC-44-00032,L,Seoul,13.07,34889.0,1012.0,2,-2.378,0
2025-05-02 09:00:00,REC-44-00033,L,Daejeon,15.7,79442.0,466.0,2,-1.384,1
2025-05-02 10:00:00,REC-44-00034,M,Jeju,20.39,37647.0,173.0,1,-0.753,1
2025-05-02 11:00:00,REC-44-00035,M,Seoul,14.5,13002.0,218.0,1,-1.065,0
2025-05-02 12:00:00,REC-44-00036,L,Daejeon,13.65,63622.0,817.0,1,-2.141,0
2025-05-02 13:00:00,REC-44-00037,L,Jeju,16.1,22583.0,1015.0,2,-1.432,0
2025-05-02 14:00:00,REC-44-00038,L,Daejeon,15.72,37549.0,594.0,4,-0.532,1
2025-05-02 15:00:00,REC-44-00039,M,Seoul,11.52,72967.0,619.0,2,1.305,1
2025-05-02 16:00:00,REC-44-00040,M,Busan,9.13,24390.0,406.0,1,,0
2025-05-02 17:00:00,REC-44-00041,L,Busan,14.1,32476.0,620.0,2,-0.973,0
2025-05-02 18:00:00,REC-44-00042,L,Seoul,13.37,48652.0,306.0,4,0.466,0
2025-05-02 19:00:00,REC-44-00043,H,Seoul,13.11,33860.0,300.0,3,-1.14,0
2025-05-02 20:00:00,REC-44-00044,L,Seoul,14.8,50509.0,118.0,2,-0.792,1
2025-05-02 21:00:00,REC-44-00045,M,Jeju,16.16,29867.0,351.0,2,-1.885,0
2025-05-02 22:00:00,REC-44-00046,L,Seoul,12.02,30705.0,222.0,0,0.3,1
2025-05-02 23:00:00,REC-44-00047,L,Seoul,17.04,36184.0,227.0,1,,1
2025-05-03 00:00:00,REC-44-00048,L,Seoul,12.04,35029.0,448.0,3,-0.558,1
2025-05-03 01:00:00,REC-44-00049,M,,14.19,44696.0,571.0,0,0.914,1
2025-05-03 02:00:00,REC-44-00050,L,Busan,15.39,55450.0,733.0,1,-2.853,0
2025-05-03 03:00:00,REC-44-00051,H,Daejeon,17.09,65630.0,283.0,1,-0.328,0
2025-05-03 04:00:00,REC-44-00052,L,Seoul,18.69,21631.0,222.0,1,-1.481,0
2025-05-03 05:00:00,REC-44-00053,L,Seoul,16.14,32189.0,466.0,1,-1.21,0
2025-05-03 06:00:00,REC-44-00054,M,Jeju,14.6,38334.0,211.0,1,0.386,0
2025-05-03 07:00:00,REC-44-00055,L,Seoul,16.09,58232.0,421.0,0,-1.967,0
2025-05-03 08:00:00,REC-44-00056,L,,16.03,54547.0,492.0,1,-2.909,0
2025-05-03 09:00:00,REC-44-00057,L,Seoul,12.74,25005.0,655.0,1,-0.513,0
2025-05-03 10:00:00,REC-44-00058,M,Busan,14.81,88308.0,536.0,2,-3.23,0
2025-05-03 11:00:00,REC-44-00059,L,Jeju,13.81,35550.0,343.0,0,-1.052,0
2025-05-03 12:00:00,REC-44-00060,L,Jeju,15.69,103060.0,375.0,2,-0.797,0
2025-05-03 13:00:00,REC-44-00061,L,Jeju,9.52,27336.0,1271.0,1,-1.615,0
2025-05-03 14:00:00,REC-44-00062,L,Jeju,10.3,29977.0,442.0,3,-2.144,0
2025-05-03 15:00:00,REC-44-00063,M,Jeju,7.83,73686.0,943.0,1,,0
2025-05-03 16:00:00,REC-44-00064,L,Seoul,17.31,31993.0,274.0,0,-1.789,1
2025-05-03 17:00:00,REC-44-00065,L,Busan,13.48,39757.0,305.0,1,-0.116,1
2025-05-03 18:00:00,REC-44-00066,L,Busan,14.74,62600.0,724.0,1,-1.478,0
2025-05-03 19:00:00,REC-44-00067,H,Seoul,8.64,48900.0,1218.0,1,0.072,0
2025-05-03 20:00:00,REC-44-00068,L,Busan,16.52,91983.0,855.0,3,-0.643,0
2025-05-03 21:00:00,REC-44-00069,L,Busan,15.54,29561.0,95.0,2,,1
2025-05-03 22:00:00,REC-44-00070,L,Busan,19.02,42517.0,258.0,4,-1.446,0
2025-05-03 23:00:00,REC-44-00071,L,Seoul,19.59,28936.0,650.0,0,-0.832,0
2025-05-04 00:00:00,REC-44-00072,L,Daejeon,16.09,53259.0,427.0,3,-0.449,1
2025-05-04 01:00:00,REC-44-00073,L,Daejeon,15.22,58292.0,229.0,1,-1.397,0
2025-05-04 02:00:00,REC-44-00074,H,Seoul,15.87,48448.0,194.0,2,-1.284,0
2025-05-04 03:00:00,REC-44-00075,L,Seoul,14.53,24786.0,543.0,1,0.198,1
2025-05-04 04:00:00,REC-44-00076,M,Busan,13.91,48119.0,1307.0,3,-2.011,1
2025-05-04 05:00:00,REC-44-00077,L,Seoul,14.81,25714.0,754.0,1,-1.466,0
2025-05-04 06:00:00,REC-44-00078,L,Jeju,15.49,28523.0,443.0,2,-0.653,0
2025-05-04 07:00:00,REC-44-00079,L,Jeju,12.39,32238.0,612.0,1,-0.892,0
2025-05-04 08:00:00,REC-44-00080,L,Jeju,13.79,40752.0,488.0,1,,0
2025-05-04 09:00:00,REC-44-00081,L,Seoul,20.71,47018.0,337.0,1,1.024,1
2025-05-04 10:00:00,REC-44-00082,L,Seoul,13.18,28268.0,1845.0,1,-0.676,0
2025-05-04 11:00:00,REC-44-00083,L,Busan,13.51,34777.0,330.0,0,-2.047,0
2025-05-04 12:00:00,REC-44-00084,L,Busan,16.23,85545.0,539.0,3,-2.439,0
2025-05-04 13:00:00,REC-44-00085,L,Jeju,11.9,35736.0,916.0,0,-1.406,0
2025-05-04 14:00:00,REC-44-00086,L,Jeju,13.57,45287.0,882.0,1,,0
2025-05-04 15:00:00,REC-44-00087,M,Busan,10.18,28971.0,393.0,0,-1.137,0
2025-05-04 16:00:00,REC-44-00088,L,Busan,14.54,98417.0,1602.0,0,-2.116,0
2025-05-04 17:00:00,REC-44-00089,L,Seoul,11.79,28562.0,304.0,2,-0.063,0
2025-05-04 18:00:00,REC-44-00090,L,Seoul,8.22,35147.0,439.0,1,-0.572,1
2025-05-04 19:00:00,REC-44-00091,L,Seoul,16.0,33632.0,101.0,1,-1.702,0
2025-05-04 20:00:00,REC-44-00092,L,Seoul,17.11,33923.0,565.0,0,0.024,0
2025-05-04 21:00:00,REC-44-00093,M,Seoul,14.05,53332.0,552.0,2,-0.309,0
2025-05-04 22:00:00,REC-44-00094,M,Jeju,20.67,33453.0,697.0,0,-2.294,0
2025-05-04 23:00:00,REC-44-00095,L,Busan,9.33,48947.0,524.0,2,-0.896,1
2025-05-05 00:00:00,REC-44-00096,L,Jeju,9.82,84250.0,135.0,3,-1.324,1
2025-05-05 01:00:00,REC-44-00097,H,Jeju,15.02,23695.0,833.0,1,-0.635,0
2025-05-05 02:00:00,REC-44-00098,L,Seoul,17.77,30869.0,429.0,2,-0.979,0
2025-05-05 03:00:00,REC-44-00099,M,Seoul,14.32,24676.0,528.0,0,0.082,0
2025-05-05 04:00:00,REC-44-00100,M,Seoul,13.38,37728.0,411.0,1,-0.69,0
2025-05-05 05:00:00,REC-44-00101,H,Seoul,11.32,29648.0,894.0,2,-0.887,0
2025-05-05 06:00:00,REC-44-00102,M,Jeju,20.63,45939.0,575.0,0,-1.17,0
2025-05-05 07:00:00,REC-44-00103,L,Seoul,12.93,9142.0,554.0,1,-1.92,0
2025-05-05 08:00:00,REC-44-00104,L,Jeju,16.82,54601.0,280.0,1,-2.401,0
2025-05-05 09:00:00,REC-44-00105,L,Seoul,15.52,27586.0,842.0,0,-2.488,0
2025-05-05 10:00:00,REC-44-00106,L,Busan,10.2,40302.0,861.0,3,0.052,1
2025-05-05 11:00:00,REC-44-00107,M,Jeju,17.48,15255.0,79.0,1,-0.298,0
2025-05-05 12:00:00,REC-44-00108,L,Busan,12.7,59735.0,390.0,0,-2.923,0
2025-05-05 13:00:00,REC-44-00109,L,Daejeon,16.1,15131.0,232.0,0,-1.708,0
2025-05-05 14:00:00,REC-44-00110,L,Seoul,16.49,20478.0,1250.0,3,0.577,1
2025-05-05 15:00:00,REC-44-00111,L,Seoul,14.18,38783.0,420.0,3,,0
2025-05-05 16:00:00,REC-44-00112,L,Jeju,20.3,23009.0,767.0,2,-1.066,1
2025-05-05 17:00:00,REC-44-00113,L,Seoul,19.27,25747.0,296.0,1,-0.235,1
2025-05-05 18:00:00,REC-44-00114,L,Daejeon,14.6,83498.0,786.0,1,-0.056,0
2025-05-05 19:00:00,REC-44-00115,L,Seoul,17.53,42329.0,500.0,2,-1.521,0
2025-05-05 20:00:00,REC-44-00116,L,Seoul,18.91,29609.0,479.0,1,-0.071,0
2025-05-05 21:00:00,REC-44-00117,L,Jeju,20.64,27374.0,705.0,1,-1.321,1
2025-05-05 22:00:00,REC-44-00118,L,Busan,13.89,47509.0,752.0,2,,1
2025-05-05 23:00:00,REC-44-00119,M,,21.49,47423.0,765.0,2,0.115,1
2025-05-06 00:00:00,REC-44-00120,L,,11.99,30229.0,788.0,1,-2.026,0
2025-05-06 01:00:00,REC-44-00121,H,Seoul,11.01,15046.0,375.0,2,0.933,1
2025-05-06 02:00:00,REC-44-00122,L,Seoul,17.01,25796.0,577.0,0,0.459,0
2025-05-06 03:00:00,REC-44-00123,L,Daejeon,11.76,12009.0,477.0,2,-2.085,0
2025-05-06 04:00:00,REC-44-00124,M,Jeju,20.37,21892.0,756.0,1,-1.435,0
2025-05-06 05:00:00,REC-44-00125,L,Seoul,8.78,43168.0,402.0,4,-0.358,0
2025-05-06 06:00:00,REC-44-00126,H,Jeju,14.85,61671.0,437.0,1,0.909,1
2025-05-06 07:00:00,REC-44-00127,M,Jeju,16.9,58285.0,93.0,2,-2.629,0
2025-05-06 08:00:00,REC-44-00128,H,Seoul,9.43,43469.0,1452.0,1,-0.953,0
2025-05-06 09:00:00,REC-44-00129,L,Seoul,18.23,51706.0,346.0,3,-1.933,1
2025-05-06 10:00:00,REC-44-00130,M,Daejeon,10.14,18321.0,143.0,0,-2.72,0
2025-05-06 11:00:00,REC-44-00131,M,Seoul,15.9,44475.0,213.0,2,-1.308,0
2025-05-06 12:00:00,REC-44-00132,L,Daejeon,15.53,16308.0,354.0,2,-1.015,0
2025-05-06 13:00:00,REC-44-00133,L,Busan,15.57,22555.0,890.0,1,-3.085,0
2025-05-06 14:00:00,REC-44-00134,L,Seoul,17.54,37557.0,876.0,0,-0.323,0
2025-05-06 15:00:00,REC-44-00135,L,Seoul,17.47,85520.0,661.0,2,0.012,0
2025-05-06 16:00:00,REC-44-00136,L,Seoul,12.18,27696.0,1083.0,3,-1.182,0
2025-05-06 17:00:00,REC-44-00137,L,Seoul,11.81,23939.0,348.0,2,0.22,0
2025-05-06 18:00:00,REC-44-00138,L,Jeju,15.13,45480.0,656.0,1,-2.561,0
2025-05-06 19:00:00,REC-44-00139,L,Busan,9.44,49048.0,374.0,1,-1.994,0
2025-05-06 20:00:00,REC-44-00140,H,Seoul,19.1,21971.0,349.0,0,-0.132,0
2025-05-06 21:00:00,REC-44-00141,L,Busan,14.23,38437.0,457.0,2,-2.192,0
2025-05-06 22:00:00,REC-44-00142,L,Seoul,22.39,26246.0,340.0,0,-2.3,0
2025-05-06 23:00:00,REC-44-00143,L,Busan,16.66,48737.0,909.0,1,-1.704,0
2025-05-07 00:00:00,REC-44-00144,L,Seoul,12.85,43081.0,424.0,0,,0
2025-05-07 01:00:00,REC-44-00145,M,,11.54,38369.0,300.0,0,-0.21,0
2025-05-07 02:00:00,REC-44-00146,M,Busan,18.97,34678.0,712.0,0,0.289,0
2025-05-07 03:00:00,REC-44-00147,L,Seoul,4.38,43723.0,483.0,2,-0.573,1
2025-05-07 04:00:00,REC-44-00148,M,Seoul,13.4,25446.0,1052.0,1,,0
2025-05-07 05:00:00,REC-44-00149,L,Jeju,21.64,74971.0,953.0,2,0.169,0
2025-05-07 06:00:00,REC-44-00150,L,,14.61,88773.0,387.0,0,0.711,1
2025-05-07 07:00:00,REC-44-00151,M,Jeju,17.02,54186.0,510.0,3,-1.534,0
2025-05-07 08:00:00,REC-44-00152,L,Busan,14.8,24132.0,625.0,1,-1.327,1
2025-05-07 09:00:00,REC-44-00153,L,Busan,16.63,79339.0,268.0,3,-0.82,0
2025-05-07 10:00:00,REC-44-00154,L,Seoul,12.17,21033.0,187.0,2,-0.129,0
2025-05-07 11:00:00,REC-44-00155,L,Daejeon,15.1,51979.0,1234.0,2,-0.604,0
2025-05-07 12:00:00,REC-44-00156,L,Seoul,18.86,53271.0,746.0,0,-1.535,1
2025-05-07 13:00:00,REC-44-00157,L,Jeju,14.83,42483.0,1872.0,1,-0.88,1
2025-05-07 14:00:00,REC-44-00158,M,Seoul,15.27,58711.0,190.0,0,-0.616,0
2025-05-07 15:00:00,REC-44-00159,L,Jeju,18.79,72714.0,414.0,3,0.464,1
2025-05-07 16:00:00,REC-44-00160,L,Jeju,18.26,23424.0,266.0,1,-0.979,1
2025-05-07 17:00:00,REC-44-00161,L,Seoul,15.51,62817.0,779.0,0,-3.57,0
2025-05-07 18:00:00,REC-44-00162,M,Jeju,12.27,28839.0,561.0,3,-3.588,0
2025-05-07 19:00:00,REC-44-00163,H,Busan,11.36,38598.0,627.0,2,-0.776,0
2025-05-07 20:00:00,REC-44-00164,L,,15.56,24786.0,1178.0,3,-2.243,0
2025-05-07 21:00:00,REC-44-00165,L,Seoul,14.96,33135.0,456.0,4,-0.649,1
2025-05-07 22:00:00,REC-44-00166,M,Seoul,20.48,39032.0,447.0,2,-1.161,0
2025-05-07 23:00:00,REC-44-00167,L,Seoul,25.09,31902.0,634.0,2,-0.063,0
2025-05-08 00:00:00,REC-44-00168,L,Seoul,20.21,41797.0,1476.0,3,-1.077,0
2025-05-08 01:00:00,REC-44-00169,M,Seoul,13.31,33831.0,666.0,1,-0.626,0
2025-05-08 02:00:00,REC-44-00170,M,Busan,13.98,33876.0,475.0,1,-1.15,0
2025-05-08 03:00:00,REC-44-00171,M,Seoul,9.73,35503.0,265.0,1,-1.2,0
2025-05-08 04:00:00,REC-44-00172,L,Busan,15.79,30844.0,683.0,0,-2.582,1
2025-05-08 05:00:00,REC-44-00173,H,Daejeon,15.76,71573.0,428.0,1,0.447,1
2025-05-08 06:00:00,REC-44-00174,L,Daejeon,17.94,23264.0,242.0,0,,0
2025-05-08 07:00:00,REC-44-00175,M,Seoul,11.87,78050.0,343.0,2,-1.077,0
2025-05-08 08:00:00,REC-44-00176,L,Busan,15.87,33137.0,786.0,0,0.239,1
2025-05-08 09:00:00,REC-44-00177,L,Busan,14.88,22579.0,742.0,2,-3.104,0
2025-05-08 10:00:00,REC-44-00178,M,Busan,18.06,20463.0,843.0,1,-0.977,0
2025-05-08 11:00:00,REC-44-00179,L,Busan,10.25,30546.0,649.0,2,-1.569,1
2025-05-08 12:00:00,REC-44-00180,L,Seoul,19.09,36441.0,580.0,1,0.763,0
2025-05-08 13:00:00,REC-44-00181,L,Jeju,14.96,44333.0,159.0,2,-1.178,1
2025-05-08 14:00:00,REC-44-00182,L,Seoul,14.68,80837.0,482.0,2,-0.059,1
2025-05-08 15:00:00,REC-44-00183,L,Busan,10.89,22089.0,244.0,1,-2.274,0
2025-05-08 16:00:00,REC-44-00184,M,Seoul,14.15,51797.0,281.0,0,-0.379,1
2025-05-08 17:00:00,REC-44-00185,L,Jeju,15.75,53316.0,351.0,0,-0.481,1
2025-05-08 18:00:00,REC-44-00186,M,Daejeon,13.93,25584.0,240.0,1,1.013,1
2025-05-08 19:00:00,REC-44-00187,L,Seoul,15.36,47071.0,479.0,4,0.788,1
2025-05-08 20:00:00,REC-44-00188,L,Busan,11.01,74584.0,238.0,0,-1.563,0
2025-05-08 21:00:00,REC-44-00189,H,Busan,14.7,63975.0,668.0,1,0.645,1
2025-05-08 22:00:00,REC-44-00190,M,Seoul,11.73,29413.0,532.0,4,-0.933,0
2025-05-08 23:00:00,REC-44-00191,L,Seoul,8.7,70568.0,695.0,0,0.446,1
2025-05-09 00:00:00,REC-44-00192,M,Jeju,10.24,41726.0,293.0,1,-0.793,1
2025-05-09 01:00:00,REC-44-00193,M,Seoul,13.8,36078.0,490.0,0,-0.841,0
2025-05-09 02:00:00,REC-44-00194,L,Jeju,15.92,33033.0,181.0,0,-0.742,1
2025-05-09 03:00:00,REC-44-00195,L,Busan,15.01,54446.0,443.0,0,-0.547,0
2025-05-09 04:00:00,REC-44-00196,L,Busan,19.17,38911.0,363.0,1,-0.472,1
2025-05-09 05:00:00,REC-44-00197,M,Seoul,15.87,49273.0,151.0,3,-0.395,0
2025-05-09 06:00:00,REC-44-00198,L,Jeju,15.0,34327.0,269.0,2,1.136,1
2025-05-09 07:00:00,REC-44-00199,L,Seoul,13.16,37345.0,1146.0,4,,0
2025-05-09 08:00:00,REC-44-00200,L,Jeju,16.53,45859.0,196.0,0,-1.069,0
2025-05-09 09:00:00,REC-44-00201,L,Jeju,14.56,45191.0,448.0,4,-0.853,1
2025-05-09 10:00:00,REC-44-00202,M,Seoul,8.74,33604.0,207.0,1,0.315,1
2025-05-09 11:00:00,REC-44-00203,M,Busan,14.62,38963.0,310.0,3,0.42,0
2025-05-09 12:00:00,REC-44-00204,H,Jeju,14.73,32867.0,321.0,2,-2.908,0
2025-05-09 13:00:00,REC-44-00205,L,Busan,14.41,40502.0,618.0,2,0.04,1
2025-05-09 14:00:00,REC-44-00206,L,Busan,23.72,21716.0,406.0,4,-0.133,0
2025-05-09 15:00:00,REC-44-00207,M,Busan,16.86,30102.0,237.0,4,-0.852,0
2025-05-09 16:00:00,REC-44-00208,M,Seoul,17.59,61255.0,557.0,3,,0
2025-05-09 17:00:00,REC-44-00209,L,,16.92,42816.0,849.0,0,1.787,1
2025-05-09 18:00:00,REC-44-00210,L,Jeju,13.4,38677.0,1808.0,3,-0.197,1
2025-05-09 19:00:00,REC-44-00211,M,Jeju,15.68,23521.0,741.0,1,1.117,1
2025-05-09 20:00:00,REC-44-00212,L,Seoul,15.74,40880.0,769.0,2,-2.513,1
2025-05-09 21:00:00,REC-44-00213,L,Seoul,15.82,34863.0,583.0,1,,0
2025-05-09 22:00:00,REC-44-00214,H,Seoul,12.53,30978.0,445.0,1,-0.287,0
2025-05-09 23:00:00,REC-44-00215,H,Busan,15.96,71967.0,586.0,1,-0.176,0
2025-05-10 00:00:00,REC-44-00216,L,Seoul,13.83,17715.0,265.0,2,-0.793,1
2025-05-10 01:00:00,REC-44-00217,L,Daejeon,10.99,41296.0,852.0,2,-1.317,0
2025-05-10 02:00:00,REC-44-00218,L,Busan,11.54,61096.0,261.0,0,-1.405,1
2025-05-10 03:00:00,REC-44-00219,L,Daejeon,13.52,61066.0,574.0,0,-1.101,0
2025-05-10 04:00:00,REC-44-00220,L,Jeju,14.59,49254.0,527.0,1,-1.338,0
2025-05-10 05:00:00,REC-44-00221,H,Seoul,10.6,42477.0,287.0,0,-2.908,0
2025-05-10 06:00:00,REC-44-00222,L,Seoul,9.74,35979.0,246.0,0,-3.138,0
2025-05-10 07:00:00,REC-44-00223,H,Jeju,11.58,44595.0,518.0,2,-1.24,0
2025-05-10 08:00:00,REC-44-00224,L,Busan,13.04,39082.0,974.0,1,-0.889,0
2025-05-10 09:00:00,REC-44-00225,L,Busan,19.7,37954.0,212.0,1,,1
2025-05-10 10:00:00,REC-44-00226,L,Seoul,16.34,39960.0,491.0,2,0.228,1
2025-05-10 11:00:00,REC-44-00227,L,Jeju,7.5,62130.0,317.0,1,0.53,0
2025-05-10 12:00:00,REC-44-00228,M,Jeju,13.05,38919.0,2158.0,3,-1.818,0
2025-05-10 13:00:00,REC-44-00229,L,Seoul,15.21,29014.0,452.0,0,-0.723,0
2025-05-10 14:00:00,REC-44-00230,M,,18.16,24405.0,314.0,0,0.118,0
2025-05-10 15:00:00,REC-44-00231,L,Seoul,14.43,43005.0,910.0,1,-1.081,0
2025-05-10 16:00:00,REC-44-00232,L,Seoul,20.55,17499.0,529.0,2,-0.273,1
2025-05-10 17:00:00,REC-44-00233,L,Seoul,12.52,61458.0,172.0,1,0.447,0
2025-05-10 18:00:00,REC-44-00234,M,Daejeon,21.5,27210.0,66.0,4,-1.276,0
2025-05-10 19:00:00,REC-44-00235,L,Seoul,13.7,46245.0,592.0,2,-2.317,0
2025-05-10 20:00:00,REC-44-00236,L,Jeju,14.63,69136.0,959.0,5,-2.124,0
2025-05-10 21:00:00,REC-44-00237,H,Seoul,16.08,51278.0,527.0,2,-2.321,0
2025-05-10 22:00:00,REC-44-00238,M,,13.16,72382.0,822.0,0,0.901,0
2025-05-10 23:00:00,REC-44-00239,L,Busan,11.35,108769.0,564.0,2,-2.41,0
2025-05-11 00:00:00,REC-44-00240,M,Seoul,16.28,56204.0,329.0,0,-1.278,0
2025-05-11 01:00:00,REC-44-00241,L,Jeju,15.62,24002.0,801.0,5,,1
2025-05-11 02:00:00,REC-44-00242,L,Jeju,19.99,73465.0,989.0,2,-1.928,0
2025-05-11 03:00:00,REC-44-00243,L,Jeju,17.73,47123.0,206.0,0,-0.376,1
2025-05-11 04:00:00,REC-44-00244,M,Seoul,12.94,65337.0,228.0,1,0.152,0
2025-05-11 05:00:00,REC-44-00245,L,Seoul,16.74,62249.0,251.0,1,-1.318,0
2025-05-11 06:00:00,REC-44-00246,M,Seoul,12.3,24898.0,589.0,1,,1
2025-05-11 07:00:00,REC-44-00247,L,Daejeon,9.58,66908.0,502.0,2,0.671,1
2025-05-11 08:00:00,REC-44-00248,L,Seoul,14.04,26334.0,141.0,1,-0.755,1
2025-05-11 09:00:00,REC-44-00249,L,Jeju,12.89,34432.0,261.0,1,-0.434,0
2025-05-11 10:00:00,REC-44-00250,L,Seoul,12.5,20743.0,827.0,2,-0.465,0
2025-05-11 11:00:00,REC-44-00251,H,Seoul,17.8,71082.0,905.0,2,-1.401,0
2025-05-11 12:00:00,REC-44-00252,L,Busan,14.52,34832.0,86.0,0,-0.252,0
2025-05-11 13:00:00,REC-44-00253,M,Jeju,11.66,44571.0,376.0,2,,1
2025-05-11 14:00:00,REC-44-00254,L,Seoul,13.05,17206.0,618.0,3,-0.846,0
2025-05-11 15:00:00,REC-44-00255,L,Seoul,15.44,26232.0,461.0,2,-2.191,0
2025-05-11 16:00:00,REC-44-00256,H,Daejeon,7.93,51373.0,114.0,0,-1.279,0
2025-05-11 17:00:00,REC-44-00257,L,Seoul,16.11,64005.0,666.0,1,-0.654,0
2025-05-11 18:00:00,REC-44-00258,L,Jeju,15.31,36093.0,355.0,2,0.794,1
2025-05-11 19:00:00,REC-44-00259,L,Jeju,16.1,25912.0,815.0,0,-1.513,0
2025-05-11 20:00:00,REC-44-00260,M,Seoul,18.86,34947.0,885.0,1,-2.093,0
2025-05-11 21:00:00,REC-44-00261,L,Daejeon,18.71,38927.0,228.0,1,-1.509,0
2025-05-11 22:00:00,REC-44-00262,M,Jeju,13.13,43125.0,300.0,1,-0.628,0
2025-05-11 23:00:00,REC-44-00263,L,,18.19,35836.0,198.0,1,-1.695,0
2025-05-12 00:00:00,REC-44-00264,L,Daejeon,15.26,65415.0,554.0,0,2.162,1
2025-05-12 01:00:00,REC-44-00265,L,Jeju,10.82,26734.0,499.0,2,-0.36,1
2025-05-12 02:00:00,REC-44-00266,L,Seoul,14.54,47529.0,529.0,3,-0.079,0
2025-05-12 03:00:00,REC-44-00267,M,Jeju,14.13,43409.0,573.0,1,-2.262,0
2025-05-12 04:00:00,REC-44-00268,L,Seoul,16.18,56603.0,537.0,1,-1.662,0
2025-05-12 05:00:00,REC-44-00269,L,Seoul,12.08,21327.0,709.0,3,-0.904,0
2025-05-12 06:00:00,REC-44-00270,L,Seoul,11.98,34585.0,327.0,2,-1.656,0
2025-05-12 07:00:00,REC-44-00271,M,Daejeon,15.67,43338.0,434.0,0,-0.345,1
2025-05-12 08:00:00,REC-44-00272,L,Daejeon,12.34,55601.0,196.0,2,-2.391,0
2025-05-12 09:00:00,REC-44-00273,L,Seoul,13.18,40862.0,1785.0,1,-1.631,0
2025-05-12 10:00:00,REC-44-00274,L,Seoul,12.47,55380.0,340.0,1,-2.896,0
2025-05-12 11:00:00,REC-44-00275,L,Busan,15.79,37671.0,248.0,1,,0
2025-05-12 12:00:00,REC-44-00276,L,Seoul,15.34,32623.0,508.0,1,-0.035,0
2025-05-12 13:00:00,REC-44-00277,L,Seoul,13.26,21969.0,1122.0,2,-1.821,1
2025-05-12 14:00:00,REC-44-00278,L,Jeju,5.44,58031.0,90.0,1,0.354,1
2025-05-12 15:00:00,REC-44-00279,L,Seoul,16.82,151094.0,108.0,2,-1.554,0
2025-05-12 16:00:00,REC-44-00280,L,Daejeon,11.64,19493.0,541.0,2,-1.47,0
